Data ID	Sub System	Name	ADC No	Packet Type	Packet Subtype	Decode Type	Decode ID1	Decode ID2	Decode ID3	Decode ID4	Raw Format	Eng Format	Eng Eq Type	Eng K1	Eng K2	Sci Units	Sci Format	Sci Eq Type	Sci From Eng	Sci K1	Sci K2	Sci K3	Sci K4	Sci K5	Sci K6	Sci K7	Sci K8	Mux Ch	Eng Limit Type	Eng Yellow Limit	Eng Red Limit	Sci Limit Type	Sci Yellow Limit	Sci Red Limit
943	FSW	CTL_TMP	0	7	0	1	94	2	0xFFFF	0	%d	%.4f	2	1	10	C	%.1f	4	FALSE	32768	18700	0.000925626	0.000222443	1.23E-07	0	0	0	0	0	0	0	0	0	0
944	FSW	PS_TMP	0	7	0	1	96	2	0xFFFF	0	%d	%.4f	2	1	10	C	%.1f	4	FALSE	32768	18700	0.000925626	0.000222443	1.23E-07	0	0	0	0	0	0	0	0	0	0
945	FSW	OS_FIL_EMON	0	7	0	1	98	2	0xFFFF	0	%d	%.4f	2	1	10	A	%.4f	1	TRUE	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
946	FSW	CS_FIL_EMON	0	7	0	1	100	2	0xFFFF	0	%d	%.4f	2	1	10	A	%.4f	1	TRUE	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
947	FSW	THERM_PRESS	0	7	0	1	102	2	0xFFFF	0	%d	%d	0	0	1	na	%d	0	FALSE	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
948	FSW	MISSED_TIME_CODES	0	7	0	1	104	2	0xFFFF	0	%d	%.4f	0	0	1	na	%d	0	FALSE	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
949	FSW	MISSED_ZONE_ALERTS	0	7	0	1	106	2	0xFFFF	0	%d	%d	0	0	1	na	%d	0	FALSE	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
1000	SIM	FPGA_REV	0	11	0	1	1	1	0xFF	0	%d	na	0	0	1	na	na	0	FALSE	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1001	SIM	RF1_T	0	11	0	1	5	2	0xFFF	0	%d	%.0f	1	0	1	C	%.2f	101	FALSE	2490	2.6452	0.2534	2.61E-06	0.115913	-242.184	0	0	0	0	0	0	0	0	0
1002	SIM	RF2_T	0	11	0	1	7	2	0xFFF	0	%d	%.0f	1	0	1	C	%.2f	101	FALSE	2490	2.6452	0.2534	2.61E-06	0.115913	-242.184	0	0	0	0	0	0	0	0	0
1003	SIM	Bakeout_T	0	11	0	1	9	2	0xFFF	0	%d	%.0f	1	0	1	C	%.2f	101	FALSE	2490	2.6452	0.2534	2.61E-06	0.115913	-242.184	0	0	0	0	0	0	0	0	0
1004	SIM	MEB1_T	0	11	0	1	11	2	0xFFF	0	%d	%.0f	1	0	1	C	%.2f	101	FALSE	2490	2.6452	0.2534	2.61E-06	0.115913	-242.184	0	0	0	0	0	0	0	0	0
1005	SIM	MEB2_T	0	11	0	1	13	2	0xFFF	0	%d	%.0f	1	0	1	C	%.2f	101	FALSE	2490	2.6452	0.2534	2.61E-06	0.115913	-242.184	0	0	0	0	0	0	0	0	0
1006	SIM	Bakeout_HTR_I	0	11	0	1	17	2	0xFFF	0	%d	%.3f	1	0	0.001221001	A	%.2f	0	TRUE	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1007	SIM	MEB_HTR_I	0	11	0	1	19	2	0xFFF	0	%d	%.3f	1	0	0.001221001	A	%.2f	0	TRUE	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1008	SIM	RF_HTR_I	0	11	0	1	21	2	0xFFF	0	%d	%.3f	1	0	0.001221001	A	%.2f	0	TRUE	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1009	SIM	NIGMS_V	0	11	0	1	23	2	0xFFF	0	%d	%.3f	1	0	0.009133089	V	%.2f	0	TRUE	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1010	SIM	NIGMS_I	0	11	0	1	25	2	0xFFF	0	%d	%.3f	1	0	0.001221001	A	%.2f	0	TRUE	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1011	SIM	NIGMS_Integrated_I	0	11	0	1	27	4	0xFFFFFFFF	0	%d	%.3f	1	0	0.001667033	A*ms	%.4f	0	TRUE	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1012	SIM	Rack_PS_Status	0	11	0	1	31	1	0x1	0	%d	%.0f	0	0	0	na	na	0	FALSE	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1013	SIM	Rack_PS_V	0	11	0	1	32	2	0xFFFF	0	%d	%.3f	1	0	0.000762939	V	%.2f	0	TRUE	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1014	SIM	Rack_PS_I	0	11	0	1	34	2	0xFFFF	0	%d	%.3f	1	0	0.000762939	A	%.2f	0	TRUE	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1015	SIM	Rack_PS_I_Lim	0	11	0	1	36	2	0xFFFF	0	%d	%.3f	1	0	0.000762939	A	%.2f	0	TRUE	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	QMS	DAC_SPARE	0	6	0	1	31	1	0xFF	0	%d	%.4f	1	0	0.00390625	V	%.1f	1	TRUE	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0
0	QMS	AMUX_ADDR1	0	6	0	1	38	1	0xFF	0	%d	%d	0	0	0	na	%d	0	FALSE	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	QMS	AMUX_ADDR2	0	6	0	1	39	1	0xFF	0	%d	%d	0	0	0	na	%d	0	FALSE	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	QMS	AMUX_ADDR3	0	6	0	1	40	1	0xFF	0	%d	%d	0	0	0	na	%d	0	FALSE	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	QMS	AMUX_ADDR4	0	6	0	1	41	1	0xFF	0	%d	%d	0	0	0	na	%d	0	FALSE	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	QMS	SERIAL_NUM_SET	0	6	0	1	42	1	0xFF	0	%d	%d	0	0	0	na	%d	0	FALSE	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	QMS	WAIT	0	6	0	1	43	1	0xFF	0	%d	%d	0	0	0	na	%d	0	FALSE	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	QMS	DAC8B_SPARE1	0	6	0	1	98	2	0xFFFF	0	%d	%.4f	0	0	1	V	%.1f	1	TRUE	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
0	QMS	DAC8B_SPARE2	0	6	0	1	100	2	0xFFFF	0	%d	%.4f	0	0	1	V	%.1f	1	TRUE	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
0	QMS	DAC8B_SPARE3	0	6	0	1	102	2	0xFFFF	0	%d	%.4f	0	0	1	V	%.1f	1	TRUE	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
0	QMS	DAC12USPARE1	0	6	0	1	148	2	0xFFFF	0	%d	%.4f	0	0	1	V	%.1f	1	TRUE	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
0	QMS	DAC12USPARE2	0	6	0	1	150	2	0xFFFF	0	%d	%.4f	0	0	1	V	%.1f	1	TRUE	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
0	QMS	DAC12BSPARE1	0	6	0	1	174	2	0xFFFF	0	%d	%.4f	0	0	1	V	%.1f	1	TRUE	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
0	QMS	DAC12BSPARE2	0	6	0	1	176	2	0xFFFF	0	%d	%.4f	0	0	1	V	%.1f	1	TRUE	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
0	QMS	DAC12BSPARE3	0	6	0	1	178	2	0xFFFF	0	%d	%.4f	0	0	1	V	%.1f	1	TRUE	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
0	QMS	DAC16BSPARE1	0	6	0	1	180	2	0xFFFF	0	%d	%.4f	0	0	1	V	%.1f	1	TRUE	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
0	QMS	DAC16BSPARE2	0	6	0	1	182	2	0xFFFF	0	%d	%.4f	0	0	1	V	%.1f	1	TRUE	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
0	QMS	SYNC_CODE	0	6	0	1	184	1	0xFF	0	%d	%d	0	0	1	na	%d	0	FALSE	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
0	QMS	SERIAL_NUM	0	6	0	1	185	1	0xFF	0	%d	%d	0	0	1	na	%d	0	FALSE	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
0	QMS	COUNT1	0	6	0	1	186	3	0xFFFFFF	0	%d	%d	0	0	1	na	%d	0	FALSE	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
0	QMS	COUNT2	0	6	0	1	189	3	0xFFFFFF	0	%d	%d	0	0	1	na	%d	0	FALSE	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
0	QMS	RF_FREQ	0	6	0	1	192	3	0xFFFFFF	0	%d	%d	0	0	18.51851852	MHz	%.6g	0	FALSE	0	18.51851852	0	0	0	0	0	0	0	0	0	0	0	0	0
0	QMS	AMUX1	0	6	0	1	195	2	0xFFFF	0	%d	%d	0	0	1	na	%d	0	FALSE	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
0	QMS	AMUX2	0	6	0	1	197	2	0xFFFF	0	%d	%d	0	0	1	na	%d	0	FALSE	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
0	QMS	CTL_PARITY_ERR_COUNT	0	6	0	1	199	1	0xF0	0	%d	%d	0	0	1	na	%d	0	FALSE	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
0	QMS	ADC_LATCHUP_STATUS	0	6	0	1	199	1	0x03	0	%d	%d	0	0	1	na	%d	0	FALSE	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
0	QMS	CTL_SYNC_CODE	0	6	0	1	200	1	0xFF	0	%d	%d	0	0	1	na	%d	0	FALSE	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
0	QMS	CTL_SERIAL_NUM	0	6	0	1	201	1	0xFF	0	%d	%d	0	0	1	na	%d	0	FALSE	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
0	QMS	CTL_IMM_CMD_COUNT	0	6	0	1	202	1	0xFF	0	%d	%d	0	0	1	na	%d	0	FALSE	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
0	QMS	CTL_MSEQ_CMD_COUNT	0	6	0	1	203	1	0xFF	0	%d	%d	0	0	1	na	%d	0	FALSE	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
0	QMS	CTL_DIGITAL_STATUS	0	6	0	1	204	1	0xFF	0	%d	%d	0	0	1	na	%d	0	FALSE	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
0	QMS	CTL_ERROR_STATUS	0	6	0	1	205	1	0xFF	0	%d	%d	0	0	1	na	%d	0	FALSE	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
0	QMS	CTL_ERROR_COUNT	0	6	0	1	206	1	0xFF	0	%d	%d	0	0	1	na	%d	0	FALSE	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
0	QMS	CTL_PACKET_COUNT	0	6	0	1	207	1	0xFF	0	%d	%d	0	0	1	na	%d	0	FALSE	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
