Data ID	Sub System	Name	ADC No	Packet Type	Packet Subtype	Decode Type	Decode ID1	Decode ID2	Decode ID3	Decode ID4	Raw Format	Eng Format	Eng Eq Type	Eng K1	Eng K2	Sci Units	Sci Format	Sci Eq Type	Sci From Eng	Sci K1	Sci K2	Sci K3	Sci K4	Sci K5	Sci K6	Sci K7	Sci K8	Mux Ch	Eng Limit Type	Eng Yellow Limit	Eng Red Limit	Sci Limit Type	Sci Yellow Limit	Sci Red Limit
202	CDH	EM1_IMON	1	5	0	101	202	0	0	0	%d	%.4f	2	1	10	A	%.4f	1	TRUE	0	1	0	0	0	0	0	0	2	0	0	0	0	0	0
203	CDH	EM2_IMON	1	5	0	101	203	0	0	0	%d	%.4f	2	1	10	A	%.4f	1	TRUE	0	1	0	0	0	0	0	0	3	0	0	0	0	0	0
204	CDH	MULTANA1	1	5	0	101	204	0	0	0	%d	%.4f	2	1	10	V	%.4f	1	TRUE	0	1	0	0	0	0	0	0	4	0	0	0	0	0	0
205	CDH	MULTANA2	1	5	0	101	205	0	0	0	%d	%.4f	2	1	10	V	%.4f	1	TRUE	0	1	0	0	0	0	0	0	5	0	0	0	0	0	0
206	CDH	RF_AGC_MON	1	5	0	101	206	0	0	0	%d	%.4f	2	1	10	V	%.4f	1	TRUE	0	1	0	0	0.00E+00	0	0	0	6	0	0	0	0	0	0
207	CDH	VCAP+_MON	1	5	0	101	207	0	0	0	%d	%.4f	2	1	10	V	%.4f	1	TRUE	0	1	0	0	0.00E+00	0	0	0	7	0	0	0	0	0	0
208	CDH	VCAP-_MON	1	5	0	101	208	0	0	0	%d	%.4f	2	1	10	V	%.4f	1	TRUE	0	1	0	0	0.00E+00	0	0	0	8	0	0	0	0	0	0
209	CDH	SPARE_209	1	5	0	101	209	0	0	0	%d	%.4f	2	1	10	V	%.4f	1	TRUE	0	1	0	0	0.00E+00	0	0	0	9	0	0	0	0	0	0
210	CDH	SPARE_210	1	5	0	101	210	0	0	0	%d	%.4f	2	1	10	V	%.4f	1	TRUE	0	1	0	0	0	0	0	0	10	0	0	0	0	0	0
211	CDH	SPARE_0	1	5	0	101	211	0	0	0	%d	%.4f	2	1	10	V	%.4f	1	TRUE	0	1	0	0	0	0	0	0	11	0	0	0	0	0	0
212	CDH	SPARE_1	1	5	0	101	212	0	0	0	%d	%.4f	2	1	10	V	%.4f	1	TRUE	0	1	0	0	0	0	0	0	12	0	0	0	0	0	0
213	CDH	SPARE_2	1	5	0	101	213	0	0	0	%d	%.4f	2	1	10	V	%.4f	1	TRUE	0	1	0	0	0.00E+00	0	0	0	13	0	0	0	0	0	0
214	CDH	SPARE_3	1	5	0	101	214	0	0	0	%d	%.4f	2	1	10	V	%.4f	1	TRUE	0	1	0	0	0	0	0	0	14	0	0	0	0	0	0
215	CDH	+5VREF_DAC	1	5	0	101	215	0	0	0	%d	%.4f	2	1	10	V	%.4f	1	TRUE	0	1	0	0	0	0	0	0	15	0	0	0	0	0	0
216	CDH	-5VREF_DAC	1	5	0	101	216	0	0	0	%d	%.4f	2	1	10	V	%.4f	1	TRUE	0	1	0	0	0	0	0	0	16	0	0	0	0	0	0
219	CDH	PulseCounter	0	5	0	107	0	0	0	0	%d	%d	1	0	1	Hz	%.2g	1	FALSE	0	37.03703704	0	0	0	0	0	0	0	0	0	0	0	0	0
221	CDH	RF_Cntr	0	5	0	108	0	0	0	0	%d	%d	1	0	0.018518519	MHz	%.6g	1	TRUE	0	0.001	0	0	0	0	0	0	0	0	0	0	0	0	0
601	QMS	OS_FIL1_VCTL	0	6	0	1	16	1	0xFF	0	%d	%.4f	1	0	0.00390625	V	%.1f	1	TRUE	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0
602	QMS	OS_FIL1_ECTL	0	6	0	1	17	1	0xFF	0	%d	%.4f	1	0	0.00390625	V	%.1f	1	TRUE	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0
603	QMS	OS_FS1_VCTL	0	6	0	1	18	1	0xFF	0	%d	%.4f	1	0	0.00390625	V	%.1f	1	TRUE	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0
604	QMS	OS_FIL2_VCTL	0	6	0	1	19	1	0xFF	0	%d	%.4f	1	0	0.00390625	V	%.1f	1	TRUE	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0
605	QMS	OS_FIL2_ECTL	0	6	0	1	20	1	0xFF	0	%d	%.4f	1	0	0.00390625	V	%.1f	1	TRUE	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0
606	QMS	OS_FS2_VCTL	0	6	0	1	21	1	0xFF	0	%d	%.4f	1	0	0.00390625	V	%.1f	1	TRUE	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0
607	QMS	CS_FIL1_VCTL	0	6	0	1	22	1	0xFF	0	%d	%.4f	1	0	0.00390625	V	%.1f	1	TRUE	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0
608	QMS	CS_FIL1_ECTL	0	6	0	1	23	1	0xFF	0	%d	%.4f	1	0	0.00390625	V	%.1f	1	TRUE	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0
609	QMS	CS_FS1_VCTL	0	6	0	1	24	1	0xFF	0	%d	%.4f	1	0	0.00390625	V	%.1f	1	TRUE	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0
610	QMS	CS_FIL2_VCTL	0	6	0	1	25	1	0xFF	0	%d	%.4f	1	0	0.00390625	V	%.1f	1	TRUE	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0
611	QMS	CS_FIL2_ECTL	0	6	0	1	26	1	0xFF	0	%d	%.4f	1	0	0.00390625	V	%.1f	1	TRUE	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0
612	QMS	CS_FS2_VCTL	0	6	0	1	27	1	0xFF	0	%d	%.4f	1	0	0.00390625	V	%.1f	1	TRUE	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0
613	QMS	DT1_VCTL	0	6	0	1	28	1	0xFF	0	%d	%.4f	1	0	0.00390625	V	%.1f	1	TRUE	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0
614	QMS	DT2_VCTL	0	6	0	1	29	1	0xFF	0	%d	%.4f	1	0	0.00390625	V	%.1f	1	TRUE	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0
615	QMS	QB_VCTL	0	6	0	1	30	1	0xFF	0	%d	%.4f	1	0	0.00390625	V	%.1f	1	TRUE	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0
616	QMS	FIL_ON_CTRL	0	6	0	1	32	1	0xFF	0	%d	%.4f	1	0	0.00390625	V	%.1f	1	TRUE	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0
617	QMS	RODAC_CTRL	0	6	0	1	33	2	0xFFFF	0	%d	%.4f	2	1	10	V	%.1f	1	TRUE	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
618	QMS	RODDC_CTL	0	6	0	1	35	2	0xFFFF	0	%d	%.4f	2	1	10	V	%.1f	1	TRUE	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
619	QMS	RF_FREQ_SET	0	6	0	1	37	1	0xFF	0	%d	%d	0	0	0	na	%d	0	FALSE	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
620	QMS	IP_COUNT	0	6	0	1	44	2	0xFFFF	0	%d	%.4f	1	0	0.0001	s	%.4f	1	TRUE	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
621	QMS	IP_SETUP	0	6	0	1	46	1	0xFF	0	%d	%.4f	1	0	0.0001	s	%.4f	1	TRUE	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
622	QMS	FIL_SELECT	0	6	0	1	47	1	0xFF	0	%d	%d	0	0	0	na	%d	0	FALSE	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
623	QMS	BA_FIL_VCTL	0	6	0	1	48	2	0xFFFF	0	%d	%.4f	0	0	1	V	%.1f	1	TRUE	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
624	QMS	CS_NZ_VCTL	0	6	0	1	50	2	0xFFFF	0	%d	%.4f	0	0	1	V	%.1f	1	TRUE	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
625	QMS	MT_MU1_VCTL	0	6	0	1	52	2	0xFFFF	0	%d	%.4f	0	0	1	V	%.1f	1	TRUE	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
626	QMS	MT_MU2_VCTL	0	6	0	1	54	2	0xFFFF	0	%d	%.4f	0	0	1	V	%.1f	1	TRUE	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
627	QMS	CS_EA1_VCTL	0	6	0	1	56	2	0xFFFF	0	%d	%.4f	0	0	1	V	%.1f	1	TRUE	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
628	QMS	CS_AN1_VCTL	0	6	0	1	58	2	0xFFFF	0	%d	%.4f	0	0	1	V	%.1f	1	TRUE	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
629	QMS	CS_EA2_VCTL	0	6	0	1	60	2	0xFFFF	0	%d	%.4f	0	0	1	V	%.1f	1	TRUE	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
630	QMS	CS_AN2_VCTL	0	6	0	1	62	2	0xFFFF	0	%d	%.4f	0	0	1	V	%.1f	1	TRUE	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
631	QMS	QD_BS_VCTL	0	6	0	1	64	2	0xFFFF	0	%d	%.4f	0	0	1	V	%.1f	1	TRUE	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
632	QMS	MT_EZ_VCTL	0	6	0	1	66	2	0xFFFF	0	%d	%.4f	0	0	1	V	%.1f	1	TRUE	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
633	QMS	MT_MA1_VCTL	0	6	0	1	68	2	0xFFFF	0	%d	%.4f	0	0	1	V	%.1f	1	TRUE	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
634	QMS	MT_MA2_VCTL	0	6	0	1	70	2	0xFFFF	0	%d	%.4f	0	0	1	V	%.1f	1	TRUE	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
635	QMS	MT_WD_VCTL	0	6	0	1	72	2	0xFFFF	0	%d	%.4f	0	0	1	V	%.1f	1	TRUE	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
636	QMS	MT_FC_VCTL	0	6	0	1	74	2	0xFFFF	0	%d	%.4f	0	0	1	V	%.1f	1	TRUE	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
637	QMS	OS_EA1_VCTL	0	6	0	1	76	2	0xFFFF	0	%d	%.4f	0	0	1	V	%.1f	1	TRUE	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
638	QMS	OS_RES1_VCTL	0	6	0	1	78	2	0xFFFF	0	%d	%.4f	0	0	1	V	%.1f	1	TRUE	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
639	QMS	OS_EA2_VCTL	0	6	0	1	80	2	0xFFFF	0	%d	%.4f	0	0	1	V	%.1f	1	TRUE	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
640	QMS	OS_RES2_VCTL	0	6	0	1	82	2	0xFFFF	0	%d	%.4f	0	0	1	V	%.1f	1	TRUE	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
641	QMS	OS_OL1_VCTL	0	6	0	1	84	2	0xFFFF	0	%d	%.4f	0	0	1	V	%.1f	1	TRUE	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
642	QMS	OS_OL2_VCTL	0	6	0	1	86	2	0xFFFF	0	%d	%.4f	0	0	1	V	%.1f	1	TRUE	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
643	QMS	OS_COLA_VCTL	0	6	0	1	88	2	0xFFFF	0	%d	%.4f	0	0	1	V	%.1f	1	TRUE	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
644	QMS	OS_COLB_VCTL	0	6	0	1	90	2	0xFFFF	0	%d	%.4f	0	0	1	V	%.1f	1	TRUE	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
645	QMS	CS_IA_VCTL	0	6	0	1	92	2	0xFFFF	0	%d	%.4f	0	0	1	V	%.1f	1	TRUE	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
646	QMS	CS_RP_VCTL	0	6	0	1	94	2	0xFFFF	0	%d	%.4f	0	0	1	V	%.1f	1	TRUE	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
647	QMS	CS_RS_VCTL	0	6	0	1	96	2	0xFFFF	0	%d	%.4f	0	0	1	V	%.1f	1	TRUE	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
648	QMS	IA_L1_VCTL	0	6	0	1	104	2	0xFFFF	0	%d	%.4f	0	0	1	V	%.1f	1	TRUE	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
649	QMS	IA_L2_VCTL	0	6	0	1	106	2	0xFFFF	0	%d	%.4f	0	0	1	V	%.1f	1	TRUE	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
650	QMS	IA_L4A_VCTL	0	6	0	1	108	2	0xFFFF	0	%d	%.4f	0	0	1	V	%.1f	1	TRUE	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
651	QMS	IA_L4B_VCTL	0	6	0	1	110	2	0xFFFF	0	%d	%.4f	0	0	1	V	%.1f	1	TRUE	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
652	QMS	IA_L5_VCTL	0	6	0	1	112	2	0xFFFF	0	%d	%.4f	0	0	1	V	%.1f	1	TRUE	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
653	QMS	IA_L6_VCTL	0	6	0	1	114	2	0xFFFF	0	%d	%.4f	0	0	1	V	%.1f	1	TRUE	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
654	QMS	OS_EF1A_VCTL	0	6	0	1	116	2	0xFFFF	0	%d	%.4f	0	0	1	V	%.1f	1	TRUE	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
655	QMS	OS_EF1B_VCTL	0	6	0	1	118	2	0xFFFF	0	%d	%.4f	0	0	1	V	%.1f	1	TRUE	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
656	QMS	OS_EF1C_VCTL	0	6	0	1	120	2	0xFFFF	0	%d	%.4f	0	0	1	V	%.1f	1	TRUE	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
657	QMS	OS_EF1D_VCTL	0	6	0	1	122	2	0xFFFF	0	%d	%.4f	0	0	1	V	%.1f	1	TRUE	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
658	QMS	OS_EF2A_VCTL	0	6	0	1	124	2	0xFFFF	0	%d	%.4f	0	0	1	V	%.1f	1	TRUE	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
659	QMS	OS_EF2B_VCTL	0	6	0	1	126	2	0xFFFF	0	%d	%.4f	0	0	1	V	%.1f	1	TRUE	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
660	QMS	OS_EF2C_VCTL	0	6	0	1	128	2	0xFFFF	0	%d	%.4f	0	0	1	V	%.1f	1	TRUE	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
661	QMS	OS_EF2D_VCTL	0	6	0	1	130	2	0xFFFF	0	%d	%.4f	0	0	1	V	%.1f	1	TRUE	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
662	QMS	CS_EF1A_VCTL	0	6	0	1	132	2	0xFFFF	0	%d	%.4f	0	0	1	V	%.1f	1	TRUE	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
663	QMS	CS_EF1B_VCTL	0	6	0	1	134	2	0xFFFF	0	%d	%.4f	0	0	1	V	%.1f	1	TRUE	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
664	QMS	CS_EF1C_VCTL	0	6	0	1	136	2	0xFFFF	0	%d	%.4f	0	0	1	V	%.1f	1	TRUE	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
665	QMS	CS_EF1D_VCTL	0	6	0	1	138	2	0xFFFF	0	%d	%.4f	0	0	1	V	%.1f	1	TRUE	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
666	QMS	CS_EF2A_VCTL	0	6	0	1	140	2	0xFFFF	0	%d	%.4f	0	0	1	V	%.1f	1	TRUE	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
667	QMS	CS_EF2B_VCTL	0	6	0	1	142	2	0xFFFF	0	%d	%.4f	0	0	1	V	%.1f	1	TRUE	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
668	QMS	CS_EF2C_VCTL	0	6	0	1	144	2	0xFFFF	0	%d	%.4f	0	0	1	V	%.1f	1	TRUE	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
669	QMS	CS_EF2D_VCTL	0	6	0	1	146	2	0xFFFF	0	%d	%.4f	0	0	1	V	%.1f	1	TRUE	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
670	QMS	OS_OL4_VCTL	0	6	0	1	152	2	0xFFFF	0	%d	%.4f	0	0	1	V	%.1f	1	TRUE	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
671	QMS	CS_IFA_VCTL	0	6	0	1	154	2	0xFFFF	0	%d	%.4f	0	0	1	V	%.1f	1	TRUE	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
672	QMS	CS_IFB_VCTL	0	6	0	1	156	2	0xFFFF	0	%d	%.4f	0	0	1	V	%.1f	1	TRUE	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
673	QMS	SL_TB_VCTL	0	6	0	1	158	2	0xFFFF	0	%d	%.4f	0	0	1	V	%.1f	1	TRUE	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
674	QMS	SL_BB_VCTL	0	6	0	1	160	2	0xFFFF	0	%d	%.4f	0	0	1	V	%.1f	1	TRUE	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
675	QMS	SL_BF_VCTL	0	6	0	1	162	2	0xFFFF	0	%d	%.4f	0	0	1	V	%.1f	1	TRUE	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
676	QMS	SL_EL_VCTL	0	6	0	1	164	2	0xFFFF	0	%d	%.4f	0	0	1	V	%.1f	1	TRUE	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
677	QMS	OS_OL3_VCTL	0	6	0	1	166	2	0xFFFF	0	%d	%.4f	0	0	1	V	%.1f	1	TRUE	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
678	QMS	SL_TF_VCTL	0	6	0	1	168	2	0xFFFF	0	%d	%.4f	0	0	1	V	%.1f	1	TRUE	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
679	QMS	OS_OL5_VCTL	0	6	0	1	170	2	0xFFFF	0	%d	%.4f	0	0	1	V	%.1f	1	TRUE	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
680	QMS	OS_OL6_VCTL	0	6	0	1	172	2	0xFFFF	0	%d	%.4f	0	0	1	V	%.1f	1	TRUE	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
700	TM	TMSync	0	9	0	1	0	4	0xFFFFFFFF	0	%08X	%d	0	0	1	na	%d	0	FALSE	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
701	TM	TMTick	0	9	0	1	4	4	0xFFFFFFFF	0	%d	%d	0	0	1	sec	%.2f	1	FALSE	0	0.02	0	0	0	0	0	0	0	0	0	0	0	0	0
702	TM	TMSystemID	0	9	0	1	8	4	0xFFFFFFFF	0	%08X	%d	0	0	1	na	%d	0	FALSE	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
703	TM	TMMarker	0	9	0	1	12	4	0xFFFFFFFF	0	%08X	%.0f	0	0	1	na	%.0f	0	FALSE	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
704	TM	TMMarkerText	0	9	0	6	16	41	0	0	%s	%s	0	0	1	na	%s	0	FALSE	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
901	FSW	SW_VER	0	7	0	1	0	4	0xFFFFFFFF	0	%08X	%d	0	0	1	na	%d	0	FALSE	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
902	FSW	PKT_REV	0	7	0	1	4	1	0xFF	0	%d	%d	0	0	1	na	%d	0	FALSE	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
903	FSW	LAST_RESET	0	7	0	1	5	1	0xFF	0	%d	%d	0	0	1	na	%d	0	FALSE	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
904	FSW	LOAD_TYPE	0	7	0	1	6	1	0xFF	0	%d	%d	0	0	1	na	%d	0	FALSE	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
905	FSW	LAST_CMD	0	7	0	1	7	1	0xFF	0	%d	%d	0	0	1	na	%d	0	FALSE	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
906	FSW	N_CMDS	0	7	0	1	8	2	0xFFFF	0	%d	%d	0	0	1	na	%d	0	FALSE	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
907	FSW	N_CMD_ERRS	0	7	0	1	10	2	0xFFFF	0	%d	%d	0	0	1	na	%d	0	FALSE	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
908	FSW	BAD_CMD_OP	0	7	0	1	12	1	0xFF	0	%d	%d	0	0	1	na	%d	0	FALSE	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
909	FSW	BAD_CMD_ERR	0	7	0	1	13	1	0xFF	0	%d	%d	0	0	1	na	%d	0	FALSE	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
910	FSW	ZONE_ALERT	0	7	0	1	14	1	0xFF	0	%d	%d	0	0	1	na	%d	0	FALSE	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
911	FSW	INST_MODE	0	7	0	1	15	1	0xFF	0	%d	%d	0	0	1	na	%d	0	FALSE	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
912	FSW	SCRIPT_MODE	0	7	0	1	16	1	0xFF	0	%d	%d	0	0	1	na	%d	0	FALSE	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
913	FSW	TELEM_MODE	0	7	0	1	17	1	0xFF	0	%d	%d	0	0	1	na	%d	0	FALSE	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
914	FSW	LIB_VER	0	7	0	1	18	2	0xFFFF	0	%d	%d	0	0	1	na	%d	0	FALSE	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
915	FSW	SCRIPT_ID	0	7	0	1	20	2	0xFFFF	1	%d	%d	0	0	1	na	%d	0	FALSE	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
916	FSW	SCRIPT_VER	0	7	0	1	22	2	0xFFFF	2	%d	%d	0	0	1	na	%d	0	FALSE	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
917	FSW	LAST_MARKER	0	7	0	1	24	4	0xFFFFFFFF	0	%d	%d	0	0	1	na	%d	0	FALSE	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
918	FSW	CODE_CSUM	0	7	0	1	28	4	0xFFFFFFFF	0	%08X	%d	0	0	1	na	%d	0	FALSE	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
919	FSW	SCRIPT_CSUM	0	7	0	1	32	4	0xFFFFFFFF	0	%08X	%d	0	0	1	na	%d	0	FALSE	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
920	FSW	LIB_CSUM	0	7	0	1	36	4	0xFFFFFFFF	0	%08X	%d	0	0	1	na	%d	0	FALSE	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
921	FSW	DWELL_MON_ADDR	0	7	0	1	40	4	0xFFFFFFFF	0	%08X	%d	0	0	1	na	%d	0	FALSE	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
922	FSW	DWELL_MON_VAL	0	7	0	1	44	4	0xFFFFFFFF	0	%08X	%d	0	0	1	na	%d	0	FALSE	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
923	FSW	SIDE_A	0	7	0	1	48	1	0xFF	0	%d	%d	0	0	1	na	%d	0	FALSE	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
924	FSW	POWER_STAT	0	7	0	1	49	1	0xFF	0	%d	%d	0	0	1	na	%d	0	FALSE	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
925	FSW	ALARM_STAT	0	7	0	1	50	1	0xFF	0	%d	%d	0	0	1	na	%d	0	FALSE	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
926	FSW	ALARM_LEVEL	0	7	0	1	51	1	0xFF	0	%d	%d	0	0	1	na	%d	0	FALSE	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
927	FSW	N_ALARMS	0	7	0	1	52	2	0xFFFF	0	%d	%d	0	0	1	na	%d	0	FALSE	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
928	FSW	N_ALARM_ENAB	0	7	0	1	54	2	0xFFFF	0	%d	%d	0	0	1	na	%d	0	FALSE	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
929	FSW	N_ALARM_ACTIVE	0	7	0	1	56	2	0xFFFF	0	%d	%d	0	0	1	na	%d	0	FALSE	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
930	FSW	LAST_FILE_ID	0	7	0	1	58	2	0xFFFF	0	%d	%d	0	0	1	na	%d	0	FALSE	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
931	FSW	MEM_ALLOC	0	7	0	1	60	4	0xFFFFFFFF	0	%d	%d	0	0	1	na	%d	0	FALSE	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
932	FSW	MEM_FREE	0	7	0	1	64	4	0xFFFFFFFF	0	%08X	%d	0	0	1	na	%d	0	FALSE	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
933	FSW	LARGEST_FREE_BLOCK	0	7	0	1	68	4	0xFFFFFFFF	0	%08X	%d	0	0	1	na	%d	0	FALSE	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
934	FSW	N_ALLOCS	0	7	0	1	72	4	0xFFFFFFFF	0	%08X	%d	0	0	1	na	%d	0	FALSE	0	1	0	0.00E+00	0	0	0	0	0	0	0	0	0	0	0
935	FSW	N_FREES	0	7	0	1	76	4	0xFFFFFFFF	0	%08X	%d	0	0	1	na	%d	0	FALSE	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
936	FSW	PS_IMON	0	7	0	1	80	2	0xFFFF	0	%d	%.4f	2	1	10	A	%.4f	1	TRUE	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
937	FSW	EM1_IMON	0	7	0	1	82	2	0xFFFF	0	%d	%.4f	2	1	10	A	%.4f	1	TRUE	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
938	FSW	EM2_IMON	0	7	0	1	84	2	0xFFFF	0	%d	%.4f	2	1	10	A	%.4f	1	TRUE	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
939	FSW	AGC_TMP	0	7	0	1	86	2	0xFFFF	0	%d	%.4f	2	1	10	C	%.1f	4	FALSE	32768	18700	0.000925626	0.000222443	1.23E-07	0	0	0	0	0	0	0	0	0	0
940	FSW	DET_TMP	0	7	0	1	88	2	0xFFFF	0	%d	%.4f	2	1	10	C	%.1f	4	FALSE	32768	18700	0.000925626	0.000222443	1.23E-07	0	0	0	0	0	0	0	0	0	0
941	FSW	RF_TMP	0	7	0	1	90	2	0xFFFF	0	%d	%.4f	2	1	10	C	%.1f	4	FALSE	32768	18700	0.000925626	0.000222443	1.23E-07	0	0	0	0	0	0	0	0	0	0
942	FSW	CDH_TMP	0	7	0	1	92	2	0xFFFF	0	%d	%.4f	2	1	10	C	%.1f	4	FALSE	32768	18700	0.000925626	0.000222443	1.23E-07	0	0	0	0	0	0	0	0	0	0
