source_id	hk_id	name	measure	unit	rate	mined	active	ended	type	bundle	notes	discrete	labels
0	14299	oci.fsw.md.Dwell[3].sequenceCount				2	1					0	NULL
0	14300	oci.fsw.md.Dwell[3].length				2	1					0	NULL
0	14301	oci.fsw.md.Dwell[3].time				2	1					0	NULL
0	14302	oci.fsw.md.Dwell[3].time_seconds				2	1					0	NULL
0	14303	oci.fsw.md.Dwell[3].time_subseconds				2	1					0	NULL
0	14304	oci.fsw.md.Dwell[3].TableId				2	1					0	NULL
0	14305	oci.fsw.md.Dwell[3].NumAddresses				2	1					0	NULL
0	14306	oci.fsw.md.Dwell[3].DataSize				2	1					0	NULL
0	14307	oci.fsw.md.Dwell[3].Rate				2	1					0	NULL
0	14308	oci.fsw.md.Dwell[3].Signature				2	1					0	NULL
0	14309	oci.fsw.md.Dwell[3].Data[0]				2	1					0	NULL
0	14310	oci.fsw.md.Dwell[3].Data[1]				2	1					0	NULL
0	14311	oci.fsw.md.Dwell[3].Data[2]				2	1					0	NULL
0	14312	oci.fsw.md.Dwell[3].Data[3]				2	1					0	NULL
0	14313	oci.fsw.md.Dwell[3].Data[4]				2	1					0	NULL
0	14314	oci.fsw.md.Dwell[3].Data[5]				2	1					0	NULL
0	14315	oci.fsw.md.Dwell[3].Data[6]				2	1					0	NULL
0	14316	oci.fsw.md.Dwell[3].Data[7]				2	1					0	NULL
0	14317	oci.fsw.md.Dwell[3].Data[8]				2	1					0	NULL
0	14318	oci.fsw.md.Dwell[3].Data[9]				2	1					0	NULL
0	14319	oci.fsw.md.Dwell[3].Data[10]				2	1					0	NULL
0	14320	oci.fsw.md.Dwell[3].Data[11]				2	1					0	NULL
0	14321	oci.fsw.md.Dwell[3].Data[12]				2	1					0	NULL
0	14322	oci.fsw.md.Dwell[3].Data[13]				2	1					0	NULL
0	14323	oci.fsw.md.Dwell[3].Data[14]				2	1					0	NULL
0	14324	oci.fsw.md.Dwell[3].Data[15]				2	1					0	NULL
0	14325	oci.fsw.md.Dwell[3].Data[16]				2	1					0	NULL
0	14326	oci.fsw.md.Dwell[3].Data[17]				2	1					0	NULL
0	14327	oci.fsw.md.Dwell[3].Data[18]				2	1					0	NULL
0	14328	oci.fsw.md.Dwell[3].Data[19]				2	1					0	NULL
0	14329	oci.fsw.md.Dwell[3].Data[20]				2	1					0	NULL
0	14330	oci.fsw.md.Dwell[3].Data[21]				2	1					0	NULL
0	14331	oci.fsw.md.Dwell[3].Data[22]				2	1					0	NULL
0	14332	oci.fsw.md.Dwell[3].Data[23]				2	1					0	NULL
0	14333	oci.fsw.md.Dwell[3].Data[24]				2	1					0	NULL
0	14334	oci.fsw.md.Dwell[3].Data[25]				2	1					0	NULL
0	14335	oci.fsw.md.Dwell[3].Data[26]				2	1					0	NULL
0	14336	oci.fsw.md.Dwell[3].Data[27]				2	1					0	NULL
0	14337	oci.fsw.md.Dwell[3].Data[28]				2	1					0	NULL
0	14338	oci.fsw.md.Dwell[3].Data[29]				2	1					0	NULL
0	14339	oci.fsw.md.Dwell[3].Data[30]				2	1					0	NULL
0	14340	oci.fsw.md.Dwell[3].Data[31]				2	1					0	NULL
0	14341	oci.fsw.md.Dwell[3].Data[32]				2	1					0	NULL
0	14342	oci.fsw.md.Dwell[3].Data[33]				2	1					0	NULL
0	14343	oci.fsw.md.Dwell[3].Data[34]				2	1					0	NULL
0	14344	oci.fsw.md.Dwell[3].Data[35]				2	1					0	NULL
0	14345	oci.fsw.md.Dwell[3].Data[36]				2	1					0	NULL
0	14346	oci.fsw.md.Dwell[3].Data[37]				2	1					0	NULL
0	14347	oci.fsw.md.Dwell[3].Data[38]				2	1					0	NULL
0	14348	oci.fsw.md.Dwell[3].Data[39]				2	1					0	NULL
0	14349	oci.fsw.md.Dwell[3].Data[40]				2	1					0	NULL
0	14350	oci.fsw.md.Dwell[3].Data[41]				2	1					0	NULL
0	14351	oci.fsw.md.Dwell[3].Data[42]				2	1					0	NULL
0	14352	oci.fsw.md.Dwell[3].Data[43]				2	1					0	NULL
0	14353	oci.fsw.md.Dwell[3].Data[44]				2	1					0	NULL
0	14354	oci.fsw.md.Dwell[3].Data[45]				2	1					0	NULL
0	14355	oci.fsw.md.Dwell[3].Data[46]				2	1					0	NULL
0	14356	oci.fsw.md.Dwell[3].Data[47]				2	1					0	NULL
0	14357	oci.fsw.md.Dwell[3].Data[48]				2	1					0	NULL
0	14358	oci.fsw.md.Dwell[3].Data[49]				2	1					0	NULL
0	14359	oci.fsw.md.Dwell[3].Data[50]				2	1					0	NULL
0	14360	oci.fsw.md.Dwell[3].Data[51]				2	1					0	NULL
0	14361	oci.fsw.md.Dwell[3].Data[52]				2	1					0	NULL
0	14362	oci.fsw.md.Dwell[3].Data[53]				2	1					0	NULL
0	14363	oci.fsw.md.Dwell[3].Data[54]				2	1					0	NULL
0	14364	oci.fsw.md.Dwell[3].Data[55]				2	1					0	NULL
0	14365	oci.fsw.md.Dwell[3].Data[56]				2	1					0	NULL
0	14366	oci.fsw.md.Dwell[3].Data[57]				2	1					0	NULL
0	14367	oci.fsw.md.Dwell[3].Data[58]				2	1					0	NULL
0	14368	oci.fsw.md.Dwell[3].Data[59]				2	1					0	NULL
0	14369	oci.fsw.md.Dwell[3].Data[60]				2	1					0	NULL
0	14370	oci.fsw.md.Dwell[3].Data[61]				2	1					0	NULL
0	14371	oci.fsw.md.Dwell[3].Data[62]				2	1					0	NULL
0	14372	oci.fsw.md.Dwell[3].Data[63]				2	1					0	NULL
0	14373	oci.fsw.md.Dwell[3].Data[64]				2	1					0	NULL
0	14374	oci.fsw.md.Dwell[3].Data[65]				2	1					0	NULL
0	14375	oci.fsw.md.Dwell[3].Data[66]				2	1					0	NULL
0	14376	oci.fsw.md.Dwell[3].Data[67]				2	1					0	NULL
0	14377	oci.fsw.md.Dwell[3].Data[68]				2	1					0	NULL
0	14378	oci.fsw.md.Dwell[3].Data[69]				2	1					0	NULL
0	14379	oci.fsw.md.Dwell[3].Data[70]				2	1					0	NULL
0	14380	oci.fsw.md.Dwell[3].Data[71]				2	1					0	NULL
0	14381	oci.fsw.md.Dwell[3].Data[72]				2	1					0	NULL
0	14382	oci.fsw.md.Dwell[3].Data[73]				2	1					0	NULL
0	14383	oci.fsw.md.Dwell[3].Data[74]				2	1					0	NULL
0	14384	oci.fsw.md.Dwell[3].Data[75]				2	1					0	NULL
0	14385	oci.fsw.md.Dwell[3].Data[76]				2	1					0	NULL
0	14386	oci.fsw.md.Dwell[3].Data[77]				2	1					0	NULL
0	14387	oci.fsw.md.Dwell[3].Data[78]				2	1					0	NULL
0	14388	oci.fsw.md.Dwell[3].Data[79]				2	1					0	NULL
0	14389	oci.fsw.md.Dwell[3].Data[80]				2	1					0	NULL
0	14390	oci.fsw.md.Dwell[3].Data[81]				2	1					0	NULL
0	14391	oci.fsw.md.Dwell[3].Data[82]				2	1					0	NULL
0	14392	oci.fsw.md.Dwell[3].Data[83]				2	1					0	NULL
0	14393	oci.fsw.md.Dwell[3].Data[84]				2	1					0	NULL
0	14394	oci.fsw.md.Dwell[3].Data[85]				2	1					0	NULL
0	14395	oci.fsw.md.Dwell[3].Data[86]				2	1					0	NULL
0	14396	oci.fsw.md.Dwell[3].Data[87]				2	1					0	NULL
0	14397	oci.fsw.md.Dwell[3].Data[88]				2	1					0	NULL
0	14398	oci.fsw.md.Dwell[3].Data[89]				2	1					0	NULL
0	14399	oci.fsw.md.Dwell[3].Data[90]				2	1					0	NULL
0	14400	oci.fsw.md.Dwell[3].Data[91]				2	1					0	NULL
0	14401	oci.fsw.md.Dwell[3].Data[92]				2	1					0	NULL
0	14402	oci.fsw.md.Dwell[3].Data[93]				2	1					0	NULL
0	14403	oci.fsw.md.Dwell[3].Data[94]				2	1					0	NULL
0	14404	oci.fsw.md.Dwell[3].Data[95]				2	1					0	NULL
0	14405	oci.fsw.md.Dwell[3].Data[96]				2	1					0	NULL
0	14406	oci.fsw.md.Dwell[3].Data[97]				2	1					0	NULL
0	14407	oci.fsw.md.Dwell[3].Data[98]				2	1					0	NULL
0	14408	oci.fsw.md.Dwell[3].Data[99]				2	1					0	NULL
0	14409	oci.dau.ddc.FPGA.version				2	1					0	NULL
0	14410	oci.dau.ddc.FPGA.type				2	1					0	NULL
0	14411	oci.dau.ddc.FPGA.secondary				2	1					0	NULL
0	14412	oci.dau.ddc.FPGA.applicationId				2	1					0	NULL
0	14413	oci.dau.ddc.FPGA.grouping				2	1					0	NULL
0	14414	oci.dau.ddc.FPGA.sequenceCount				2	1					0	NULL
0	14415	oci.dau.ddc.FPGA.length				2	1					0	NULL
0	14416	oci.dau.ddc.FPGA.time				2	1					0	NULL
0	14417	oci.dau.ddc.FPGA.VERSION_USER_INPUT				0	0	1571947174579				0	NULL
0	14418	oci.dau.ddc.FPGA.FPGA_VERSION				0	0	1571947174579				0	NULL
0	14419	oci.dau.ddc.FPGA.FPGA_VERSION_HI				0	0	1571947174579				0	NULL
0	14420	oci.dau.ddc.FPGA.FPGA_VERSION_MID				0	0	1571947174579				0	NULL
0	14421	oci.dau.ddc.FPGA.FPGA_VERSION_LOW				0	0	1571947174579				0	NULL
0	14422	oci.dau.ddc.FPGA.DEBUG_CTRL				0	0	1571947174579				0	NULL
0	14423	oci.dau.ddc.FPGA.USE_TEST_SPW				0	0	1571947174579				0	NULL
0	14424	oci.dau.ddc.FPGA.TEST_MODE				0	0	1571947174579				0	NULL
0	14425	oci.dau.ddc.FPGA.REG_MUX_SEL				0	0	1571947174579				0	NULL
0	14426	oci.dau.ddc.FPGA.MEZZ_MUX_SEL				0	0	1571947174579				0	NULL
0	14427	oci.dau.ddc.FPGA.DDR_CLK_LOCK				0	0	1571947174579				0	NULL
0	14428	oci.dau.ddc.FPGA.DDR_CTRL				0	0	1571947174579				0	NULL
0	14429	oci.dau.ddc.FPGA.DDR_SYS_CCC_LOCK				0	0	1571947174579				0	NULL
0	14430	oci.dau.ddc.FPGA.DDRW_PLL_LOCK_INT				0	0	1571947174579				0	NULL
0	14431	oci.dau.ddc.FPGA.DDRW_PLL_LOCKLOST_INT				0	0	1571947174579				0	NULL
0	14432	oci.dau.ddc.FPGA.DDRW_IO_CALIB_INT				0	0	1571947174579				0	NULL
0	14433	oci.dau.ddc.FPGA.DDRW_ECC_INT				0	0	1571947174579				0	NULL
0	14434	oci.dau.ddc.FPGA.DDRW_FIC_INT				0	0	1571947174579				0	NULL
0	14435	oci.dau.ddc.FPGA.DDR_WEST_INIT_DONE				0	0	1571947174579				0	NULL
0	14436	oci.dau.ddc.FPGA.DDR_WEST_START_INIT				0	0	1571947174579				0	NULL
0	14437	oci.dau.ddc.FPGA.DDRE_PLL_LOCK_INT				0	0	1571947174579				0	NULL
0	14438	oci.dau.ddc.FPGA.DDRE_PLL_LOCKLOST_INT				0	0	1571947174579				0	NULL
0	14439	oci.dau.ddc.FPGA.DDRE_IO_CALIB_INT				0	0	1571947174579				0	NULL
0	14440	oci.dau.ddc.FPGA.DDRE_ECC_INT				0	0	1571947174579				0	NULL
0	14441	oci.dau.ddc.FPGA.DDRE_FIC_INT				0	0	1571947174579				0	NULL
0	14442	oci.dau.ddc.FPGA.DDR_EAST_INIT_DONE				0	0	1571947174579				0	NULL
0	14443	oci.dau.ddc.FPGA.DDR_EAST_START_INIT				0	0	1571947174579				0	NULL
0	14444	oci.dau.ddc.FPGA.CUMM_STUCK_HIGH				0	0	1571947174579				0	NULL
0	14445	oci.dau.ddc.FPGA.RED_STUCK_HIGH				0	0	1571947174579				0	NULL
0	14446	oci.dau.ddc.FPGA.BLUE_STUCK_HIGH				0	0	1571947174579				0	NULL
0	14447	oci.dau.ddc.FPGA.CUMM_STUCK_LOW				0	0	1571947174579				0	NULL
0	14448	oci.dau.ddc.FPGA.RED_STUCK_LOW				0	0	1571947174579				0	NULL
0	14449	oci.dau.ddc.FPGA.BLUE_STUCK_LOW				0	0	1571947174579				0	NULL
0	14450	oci.dau.ddc.FPGA.CUMM_ADC_PAT_CHK_EN				0	0	1571947174579				0	NULL
0	14451	oci.dau.ddc.FPGA.RED_ADC_PAT_CHK_EN				0	0	1571947174579				0	NULL
0	14452	oci.dau.ddc.FPGA.BLUE_ADC_PAT_CHK_EN				0	0	1571947174579				0	NULL
0	14453	oci.dau.ddc.FPGA.RED_ADC_PAT_BIT_ERRS1				0	0	1571947174579				0	NULL
0	14454	oci.dau.ddc.FPGA.RED_ADC_PAT_BIT_ERRS2				0	0	1571947174579				0	NULL
0	14455	oci.dau.ddc.FPGA.RED_ADC_PAT_BIT_ERRS3				0	0	1571947174579				0	NULL
0	14456	oci.dau.ddc.FPGA.RED_ADC_PAT_BIT_ERRS4				0	0	1571947174579				0	NULL
0	14457	oci.dau.ddc.FPGA.RED_ADC_PAT_BIT_ERRS5				0	0	1571947174579				0	NULL
0	14458	oci.dau.ddc.FPGA.RED_ADC_PAT_BIT_ERRS6				0	0	1571947174579				0	NULL
0	14459	oci.dau.ddc.FPGA.RED_ADC_PAT_BIT_ERRS7				0	0	1571947174579				0	NULL
0	14460	oci.dau.ddc.FPGA.RED_ADC_PAT_BIT_ERRS8				0	0	1571947174579				0	NULL
0	14461	oci.dau.ddc.FPGA.RED_ADC_PAT_BIT_ERRS9				0	0	1571947174579				0	NULL
0	14462	oci.dau.ddc.FPGA.RED_ADC_PAT_BIT_ERRS10				0	0	1571947174579				0	NULL
0	14463	oci.dau.ddc.FPGA.RED_ADC_PAT_BIT_ERRS11				0	0	1571947174579				0	NULL
0	14464	oci.dau.ddc.FPGA.RED_ADC_PAT_BIT_ERRS12				0	0	1571947174579				0	NULL
0	14465	oci.dau.ddc.FPGA.RED_ADC_PAT_BIT_ERRS13				0	0	1571947174579				0	NULL
0	14466	oci.dau.ddc.FPGA.RED_ADC_PAT_BIT_ERRS14				0	0	1571947174579				0	NULL
0	14467	oci.dau.ddc.FPGA.RED_ADC_PAT_BIT_ERRS15				0	0	1571947174579				0	NULL
0	14468	oci.dau.ddc.FPGA.RED_ADC_PAT_BIT_ERRS16				0	0	1571947174579				0	NULL
0	14469	oci.dau.ddc.FPGA.BLUE_ADC_PAT_BIT_ERRS1				0	0	1571947174579				0	NULL
0	14470	oci.dau.ddc.FPGA.BLUE_ADC_PAT_BIT_ERRS2				0	0	1571947174579				0	NULL
0	14471	oci.dau.ddc.FPGA.BLUE_ADC_PAT_BIT_ERRS3				0	0	1571947174579				0	NULL
0	14472	oci.dau.ddc.FPGA.BLUE_ADC_PAT_BIT_ERRS4				0	0	1571947174579				0	NULL
0	14473	oci.dau.ddc.FPGA.BLUE_ADC_PAT_BIT_ERRS5				0	0	1571947174579				0	NULL
0	14474	oci.dau.ddc.FPGA.BLUE_ADC_PAT_BIT_ERRS6				0	0	1571947174579				0	NULL
0	14475	oci.dau.ddc.FPGA.BLUE_ADC_PAT_BIT_ERRS7				0	0	1571947174579				0	NULL
0	14476	oci.dau.ddc.FPGA.BLUE_ADC_PAT_BIT_ERRS8				0	0	1571947174579				0	NULL
0	14477	oci.dau.ddc.FPGA.BLUE_ADC_PAT_BIT_ERRS9				0	0	1571947174579				0	NULL
0	14478	oci.dau.ddc.FPGA.BLUE_ADC_PAT_BIT_ERRS10				0	0	1571947174579				0	NULL
0	14479	oci.dau.ddc.FPGA.BLUE_ADC_PAT_BIT_ERRS11				0	0	1571947174579				0	NULL
0	14480	oci.dau.ddc.FPGA.BLUE_ADC_PAT_BIT_ERRS12				0	0	1571947174579				0	NULL
0	14481	oci.dau.ddc.FPGA.BLUE_ADC_PAT_BIT_ERRS13				0	0	1571947174579				0	NULL
0	14482	oci.dau.ddc.FPGA.BLUE_ADC_PAT_BIT_ERRS14				0	0	1571947174579				0	NULL
0	14483	oci.dau.ddc.FPGA.BLUE_ADC_PAT_BIT_ERRS15				0	0	1571947174579				0	NULL
0	14484	oci.dau.ddc.FPGA.BLUE_ADC_PAT_BIT_ERRS16				0	0	1571947174579				0	NULL
0	14485	oci.dau.ddc.FPGA.CUMM_ADC_LAT				0	0	1571947174579				0	NULL
0	14486	oci.dau.ddc.FPGA.BLUE_LO_ADC_LAT				0	0	1571947174579				0	NULL
0	14487	oci.dau.ddc.FPGA.BLUE_HI_ADC_LAT				0	0	1571947174579				0	NULL
0	14488	oci.dau.ddc.FPGA.RED_LO_ADC_LAT				0	0	1571947174579				0	NULL
0	14489	oci.dau.ddc.FPGA.RED_HI_ADC_LAT				0	0	1571947174579				0	NULL
0	14490	oci.dau.ddc.FPGA.AGGR_CTRL				0	0	1571947174579				0	NULL
0	14491	oci.dau.ddc.FPGA.OVERSCAN_AGG				0	0	1571947174579				0	NULL
0	14492	oci.dau.ddc.FPGA.PATT_INJ_EN				0	0	1571947174579				0	NULL
0	14493	oci.dau.ddc.FPGA.AGGR_EN				0	0	1571947174579				0	NULL
0	14494	oci.dau.ddc.FPGA.CUMM_TAP_EN				0	0	1571947174579				0	NULL
0	14495	oci.dau.ddc.FPGA.RED_TAP_EN				0	0	1571947174579				0	NULL
0	14496	oci.dau.ddc.FPGA.BLUE_TAP_EN				0	0	1571947174579				0	NULL
0	14497	oci.dau.ddc.FPGA.RED_SPEC_AGGR_FCTRS				0	0	1571947174579				0	NULL
0	14498	oci.dau.ddc.FPGA.BLUE_SPEC_AGGR_FCTRS				0	0	1571947174579				0	NULL
0	14499	oci.dau.ddc.FPGA.RED_CH_MASK1				0	0	1571947174579				0	NULL
0	14500	oci.dau.ddc.FPGA.RED_CH_MASK2				0	0	1571947174579				0	NULL
0	14501	oci.dau.ddc.FPGA.RED_CH_MASK3				0	0	1571947174579				0	NULL
0	14502	oci.dau.ddc.FPGA.RED_CH_MASK4				0	0	1571947174579				0	NULL
0	14503	oci.dau.ddc.FPGA.RED_CH_MASK5				0	0	1571947174579				0	NULL
0	14504	oci.dau.ddc.FPGA.RED_CH_MASK6				0	0	1571947174579				0	NULL
0	14505	oci.dau.ddc.FPGA.RED_CH_MASK7				0	0	1571947174579				0	NULL
0	14506	oci.dau.ddc.FPGA.RED_CH_MASK8				0	0	1571947174579				0	NULL
0	14507	oci.dau.ddc.FPGA.RED_CH_MASK9				0	0	1571947174579				0	NULL
0	14508	oci.dau.ddc.FPGA.RED_CH_MASK10				0	0	1571947174579				0	NULL
0	14509	oci.dau.ddc.FPGA.RED_CH_MASK11				0	0	1571947174579				0	NULL
0	14510	oci.dau.ddc.FPGA.RED_CH_MASK12				0	0	1571947174579				0	NULL
0	14511	oci.dau.ddc.FPGA.RED_CH_MASK13				0	0	1571947174579				0	NULL
0	14512	oci.dau.ddc.FPGA.RED_CH_MASK14				0	0	1571947174579				0	NULL
0	14513	oci.dau.ddc.FPGA.RED_CH_MASK15				0	0	1571947174579				0	NULL
0	14514	oci.dau.ddc.FPGA.RED_CH_MASK16				0	0	1571947174579				0	NULL
0	14515	oci.dau.ddc.FPGA.BLUE_CH_MASK1				0	0	1571947174579				0	NULL
0	14516	oci.dau.ddc.FPGA.BLUE_CH_MASK2				0	0	1571947174579				0	NULL
0	14517	oci.dau.ddc.FPGA.BLUE_CH_MASK3				0	0	1571947174579				0	NULL
0	14518	oci.dau.ddc.FPGA.BLUE_CH_MASK4				0	0	1571947174579				0	NULL
0	14519	oci.dau.ddc.FPGA.BLUE_CH_MASK5				0	0	1571947174579				0	NULL
0	14520	oci.dau.ddc.FPGA.BLUE_CH_MASK6				0	0	1571947174579				0	NULL
0	14521	oci.dau.ddc.FPGA.BLUE_CH_MASK7				0	0	1571947174579				0	NULL
0	14522	oci.dau.ddc.FPGA.BLUE_CH_MASK8				0	0	1571947174579				0	NULL
0	14523	oci.dau.ddc.FPGA.BLUE_CH_MASK9				0	0	1571947174579				0	NULL
0	14524	oci.dau.ddc.FPGA.BLUE_CH_MASK10				0	0	1571947174579				0	NULL
0	14525	oci.dau.ddc.FPGA.BLUE_CH_MASK11				0	0	1571947174579				0	NULL
0	14526	oci.dau.ddc.FPGA.BLUE_CH_MASK12				0	0	1571947174579				0	NULL
0	14527	oci.dau.ddc.FPGA.BLUE_CH_MASK13				0	0	1571947174579				0	NULL
0	14528	oci.dau.ddc.FPGA.BLUE_CH_MASK14				0	0	1571947174579				0	NULL
0	14529	oci.dau.ddc.FPGA.BLUE_CH_MASK15				0	0	1571947174579				0	NULL
0	14530	oci.dau.ddc.FPGA.BLUE_CH_MASK16				0	0	1571947174579				0	NULL
0	14531	oci.dau.ddc.FPGA.AGGR_ERR				0	0	1571947174579				0	NULL
0	14532	oci.dau.ddc.FPGA.AGGR_ERR_RED				0	0	1571947174579				0	NULL
0	14533	oci.dau.ddc.FPGA.AGGR_ERR_BLUE				0	0	1571947174579				0	NULL
0	14534	oci.dau.ddc.FPGA.CCSDS_CFG				0	0	1571947174579				0	NULL
0	14535	oci.dau.ddc.FPGA.LOGICAL_ADDR				0	0	1571947174579				0	NULL
0	14536	oci.dau.ddc.FPGA.CCSDS_APID				0	0	1571947174579				0	NULL
0	14537	oci.dau.ddc.FPGA.CCSDS_SPIN_ID				0	0	1571947174579				0	NULL
0	14538	oci.dau.ddc.FPGA.TIME_MGMT_CTRL				0	0	1571947174579				0	NULL
0	14539	oci.dau.ddc.FPGA.CCD_OP_MODE				0	0	1571947174579				0	NULL
0	14540	oci.dau.ddc.FPGA.SHUTTER_SRC				0	0	1571947174579				0	NULL
0	14541	oci.dau.ddc.FPGA.SNAPSHOT_CFG				0	0	1571947174579				0	NULL
0	14542	oci.dau.ddc.FPGA.TRIGGER_TIME				0	0	1571947174579				0	NULL
0	14543	oci.dau.ddc.FPGA.NUM_DARK_LINES				0	0	1571947174579				0	NULL
0	14544	oci.dau.ddc.FPGA.OP_CTRL_ERR				0	0	1571947174579				0	NULL
0	14545	oci.dau.ddc.FPGA.DB_DETECT_CNT				0	0	1571947174579				0	NULL
0	14546	oci.dau.ddc.FPGA.CCD_START_DLY				0	0	1571947174579				0	NULL
0	14547	oci.dau.ddc.FPGA.R_CCD_START_DLY				0	0	1571947174579				0	NULL
0	14548	oci.dau.ddc.FPGA.B_CCD_START_DLY				0	0	1571947174579				0	NULL
0	14549	oci.dau.ddc.FPGA.TDI_TIME				0	0	1571947174579				0	NULL
0	14550	oci.dau.ddc.FPGA.FILL_TIME				0	0	1571947174579				0	NULL
0	14551	oci.dau.ddc.FPGA.VERTICAL_CLK_SCALE				0	0	1571947174579				0	NULL
0	14552	oci.dau.ddc.FPGA.SCL_FCTR				0	0	1571947174579				0	NULL
0	14553	oci.dau.ddc.FPGA.ERR_RESERVED				0	0	1571947174579				0	NULL
0	14554	oci.dau.ddc.FPGA.ERR_STATUS				0	0	1571947174579				0	NULL
0	14555	oci.dau.ddc.FPGA.ERR_PktLostLockCnt				0	0	1571947174579				0	NULL
0	14556	oci.dau.ddc.FPGA.ERR_DdrInitErr				0	0	1571947174579				0	NULL
0	14557	oci.dau.ddc.FPGA.ERR_PktFifoLock				0	0	1571947174579				0	NULL
0	14558	oci.dau.ddc.FPGA.ERR_PktRdFifoUFlow				0	0	1571947174579				0	NULL
0	14559	oci.dau.ddc.FPGA.ERR_PktRdFifoOFlow				0	0	1571947174579				0	NULL
0	14560	oci.dau.ddc.FPGA.ERR_DdrFifoUFlow				0	0	1571947174579				0	NULL
0	14561	oci.dau.ddc.FPGA.ERR_DdrFifoOFlow				0	0	1571947174579				0	NULL
0	14562	oci.dau.ddc.FPGA.ERR_DdrAxiRdErr				0	0	1571947174579				0	NULL
0	14563	oci.dau.ddc.FPGA.ERR_DdrAxiWrErr				0	0	1571947174579				0	NULL
0	14564	oci.dau.ddc.FPGA.ERR_PktWrFifoUFlow				0	0	1571947174579				0	NULL
0	14565	oci.dau.ddc.FPGA.ERR_PktWrFifoOFlow				0	0	1571947174579				0	NULL
0	14566	oci.dau.ddc.FPGA.ERR_OsFifoUFlow				0	0	1571947174579				0	NULL
0	14567	oci.dau.ddc.FPGA.ERR_OSFifoOFlow				0	0	1571947174579				0	NULL
0	14568	oci.dau.ddc.FPGA.ERR_BlueCdsUFlow				0	0	1571947174579				0	NULL
0	14569	oci.dau.ddc.FPGA.ERR_BlueCdsOFlow				0	0	1571947174579				0	NULL
0	14570	oci.dau.ddc.FPGA.ERR_RedCdsUFlow				0	0	1571947174579				0	NULL
0	14571	oci.dau.ddc.FPGA.ERR_RedCdsOFlow				0	0	1571947174579				0	NULL
0	14572	oci.dau.ddc.FPGA.PKTS_GEN				0	0	1571947174579				0	NULL
0	14573	oci.dau.ddc.FPGA.PKTS_SENT				0	0	1571947174579				0	NULL
0	14574	oci.dau.ddc.FPGA.RAW_PARAMS				0	0	1571947174579				0	NULL
0	14575	oci.dau.ddc.FPGA.Raw_CcdClockEna				0	0	1571947174579				0	NULL
0	14576	oci.dau.ddc.FPGA.Raw_CdsBypass				0	0	1571947174579				0	NULL
0	14577	oci.dau.ddc.FPGA.Raw_CCD				0	0	1571947174579				0	NULL
0	14578	oci.dau.ddc.FPGA.Raw_TapNum				0	0	1571947174579				0	NULL
0	14579	oci.dau.ddc.FPGA.Raw_LogAddr				0	0	1571947174579				0	NULL
0	14580	oci.dau.ddc.FPGA.ADC_PAT_CHK_FLAGS				0	0	1571947174579				0	NULL
0	14581	oci.dau.ddc.FPGA.RED_ADC_PAT_CHK_FLAGS				0	0	1571947174579				0	NULL
0	14582	oci.dau.ddc.FPGA.BLUE_ADC_PAT_CHK_FLAGS				0	0	1571947174579				0	NULL
0	14583	oci.dau.ddc.FPGA.NumMuxDelays				0	0	1571947174579				0	NULL
0	14584	oci.dau.ddc.FPGA.DDC_Spare_9				0	0	1571947174579				0	NULL
0	14585	oci.dau.ddc.FPGA.DDC_Spare_8				0	0	1571947174579				0	NULL
0	14586	oci.dau.ddc.FPGA.DDC_Spare_7				0	0	1571947174579				0	NULL
0	14587	oci.dau.ddc.FPGA.DDC_Spare_6				0	0	1571947174579				0	NULL
0	14588	oci.dau.ddc.FPGA.DDC_Spare_5				2	1					0	NULL
0	14589	oci.dau.ddc.FPGA.DDC_Spare_4				0	0	1571947174579				0	NULL
0	14590	oci.dau.ddc.FPGA.DDC_Spare_3				0	0	1571947174579				0	NULL
0	14591	oci.dau.ddc.FPGA.DDC_Spare_2				0	0	1571947174579				0	NULL
0	14592	oci.dau.ddc.FPGA.DDC_Spare_1				0	0	1571947174579				0	NULL
0	14593	oci.dau.ddc.SPW.version				2	1					0	NULL
0	14594	oci.dau.ddc.SPW.type				2	1					0	NULL
0	14595	oci.dau.ddc.SPW.secondary				2	1					0	NULL
0	14596	oci.dau.ddc.SPW.applicationId				2	1					0	NULL
0	14597	oci.dau.ddc.SPW.grouping				2	1					0	NULL
0	14598	oci.dau.ddc.SPW.sequenceCount				2	1					0	NULL
0	14599	oci.dau.ddc.SPW.length				2	1					0	NULL
0	14600	oci.dau.ddc.SPW.time				2	1					0	NULL
0	14601	oci.dau.ddc.SPW.RxSafEn				2	1					0	NULL
0	14602	oci.dau.ddc.SPW.BerTestErrInj				2	1					0	NULL
0	14603	oci.dau.ddc.SPW.BerTestEn				2	1					0	NULL
0	14604	oci.dau.ddc.SPW.RxSwitchWrErrInj				2	1					0	NULL
0	14605	oci.dau.ddc.SPW.WrErrSyn				2	1					0	NULL
0	14606	oci.dau.ddc.SPW.RxLinkWrErrInj				2	1					0	NULL
0	14607	oci.dau.ddc.SPW.PHY_Mode				2	1					0	NULL
0	14608	oci.dau.ddc.SPW.RdErrClr				2	1					0	NULL
0	14609	oci.dau.ddc.SPW.TxParityErrInject				2	1					0	NULL
0	14610	oci.dau.ddc.SPW.RxParityErrInject				2	1					0	NULL
0	14611	oci.dau.ddc.SPW.TCMode				2	1					0	NULL
0	14612	oci.dau.ddc.SPW.TxDataRate				2	1					0	NULL
