Data ID	Sub System	Name	ADC No	Packet Type	Packet Subtype	Decode Type	Decode ID1	Decode ID2	Decode ID3	Decode ID4	Raw Format	Eng Format	Eng Eq Type	Eng K1	Eng K2	Sci Units	Sci Format	Sci Eq Type	Sci K1	Sci K2	Sci K3	Sci K4	Sci K5	Sci K6	Sci K7	Sci K8	Mux Ch	Eng Limit Type	Eng Yellow Limit	Eng Red Limit	Sci Limit Type	Sci Yellow Limit	Sci Red Limit
399	MOT	SwitchAlarm4	0	2	2	1	7	3	0x000010	4	%d	%.0f	1	0	1	na	%.0f	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
400	GC	SequenceCount	0	3	5	12	1	1	0xFF	0	%d	na	0	0	0	na	na	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
401	GC	SW_Version	0	3	5	12	4	2	0xFFFF	0	%d	na	0	0	0	na	na	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
402	GC	TM_Origin	0	3	5	12	6	1	0x01	0	%d	na	0	0	0	na	na	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
403	GC	Mode	0	3	5	12	7	1	0x80	7	%d	na	0	0	0	na	na	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
404	GC	Status	0	3	5	12	7	1	0x7F	0	%X	na	0	0	0	na	na	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
405	GC	Channel	0	3	5	12	6	1	0xE	1	%d	na	0	0	0	na	na	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
406	GC	ExpCntr	0	3	5	12	0	0	0	0	%u	na	0	0	0	na	na	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
407	GC	Sequence_Number_Hi	0	3	5	12	9	1	0xF0	4	%u	na	0	0	0	na	na	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
408	GC	Second_Counter	0	3	5	12	10	2	0xFFFF	0	%u	na	0	0	0	sec	na	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
409	GC	Measurement_Res	0	3	5	12	12	1	0xFF	0	%u	na	0	0	0	na	na	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
410	GC	+5_Supply_V	0	3	5	12	13	1	0xFF	0	%d	%.2f	1	0	0.01953125	V	%.3f	1	4.8219	0.07168	0	0	0	0	0	0	0	0	0	0	0	0	0
411	GC	+12_Supply_V	0	3	5	12	14	1	0xFF	0	%d	%.2f	1	0	0.01953125	V	%.3f	1	11.766	0.09216	0	0	0	0	0	0	0	0	0	0	0	0	0
412	GC	-12_Supply_V	0	3	5	12	15	1	0xFF	0	%d	%.2f	1	0	0.01953125	V	%.3f	1	-12.208	0.08192	0	0	0	0	0	0	0	0	0	0	0	0	0
413	GC	ADC_HI_REF	0	3	5	12	16	1	0xFF	0	%d	%.2f	1	0	0.01953125	V	%.3f	1	4.3438	0.06144	0	0	0	0	0	0	0	0	0	0	0	0	0
414	GC	ADC_LO_REF	0	3	5	12	17	1	0xFF	0	%u	%.2f	1	0	0.01953125	V	%.3f	1	0.3428	0.06144	0	0	0	0	0	0	0	0	0	0	0	0	0
415	GC	DAC_REF	0	3	5	12	18	1	0xFF	0	%u	%.2f	1	0	0.01953125	V	%.3f	1	9.8258	0.07168	0	0	0	0	0	0	0	0	0	0	0	0	0
416	GC	TCD_PWR	0	3	5	12	19	1	0xFF	0	%u	%.2f	1	0	0.01953125	V	%.3f	1	20.008	0.15872	0	0	0	0	0	0	0	0	0	0	0	0	0
417	GC	TCD_OFFSET	0	3	5	12	0	0	0	0	%u	na	0	0	0	na	na	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
418	GC	BOARD_TEMP	0	3	5	12	21	1	0xFF	0	%.3f	V	1	0.40997823	0.001627604	C	%.1f	1	-275	476.19048	0	0	0	0	0	0	0	0	0	0	0	0	0
419	GC	+1.5V	0	3	5	12	22	1	0xFF	0	%X	%.2f	1	0	0.01953125	V	%.3f	1	1.3438	0.06144	0	0	0	0	0	0	0	0	0	0	0	0	0
420	GC	+3.3V	0	3	5	12	23	1	0xFF	0	%X	%.2f	1	0	0.01953125	V	%.3f	1	3.1438	0.06144	0	0	0	0	0	0	0	0	0	0	0	0	0
430	GC	+5_Supply_V_odd	0	3	5	12	13	2	0xFFFF	0	%u	%.2f	1	0	7.62939E-05	V	%.3f	1	4.8219	0.07168	0	0	0	0	0	0	0	0	0	0	0	0	0
431	GC	+12_Supply_V_odd	0	3	5	12	15	2	0xFFFF	0	%u	%.2f	1	0	7.62939E-05	V	%.3f	1	11.766	0.09216	0	0	0	0	0	0	0	0	0	0	0	0	0
432	GC	-12_Supply_V_odd	0	3	5	12	17	2	0xFFFF	0	%u	%.2f	1	0	7.62939E-05	V	%.3f	1	-12.208	0.08192	0	0	0	0	0	0	0	0	0	0	0	0	0
433	GC	ADC_HI_REF_odd	0	3	5	12	0	2	0	0	%u	%.2f	1	0	7.62939E-05	V	%.3f	1	4.3438	0.06144	0	0	0	0	0	0	0	0	0	0	0	0	0
434	GC	ADC_LO_REF_odd	0	3	5	12	22	2	0xFFFF	0	%u	%.2f	1	0	7.62939E-05	V	%.3f	1	0.3428	0.06144	0	0	0	0	0	0	0	0	0	0	0	0	0
440	GC	DAC_REF_even	0	3	5	12	13	2	0xFFFF	0	%u	%.2f	1	0	7.62939E-05	V	%.3f	1	9.8258	0.07168	0	0	0	0	0	0	0	0	0	0	0	0	0
441	GC	TCD_PWR_even	0	3	5	12	15	2	0xFFFF	0	%u	%.2f	1	0	7.62939E-05	V	%.3f	1	20.008	0.15872	0	0	0	0	0	0	0	0	0	0	0	0	0
442	GC	BOARD_TEMP_even	0	3	5	12	17	2	0xFFFF	0	%u	%.2f	1	0	7.62939E-05	C	%.1f	1	-275	476.19048	0	0	0	0	0	0	0	0	0	0	0	0	0
443	GC	+1.5V_even	0	3	5	12	0	2	0	0	%u	%.0f	1	0	7.62939E-05	V	%.3f	1	1.3438	0.06144	0	0	0	0	0	0	0	0	0	0	0	0	0
444	GC	+3.3V_even	0	3	5	12	22	2	0xFFFF	0	%u	%.2f	1	0	7.62939E-05	V	%.3f	1	3.1438	0.06144	0	0	0	0	0	0	0	0	0	0	0	0	0
501	TLS	TL1_TT_Therm	0	4	1	10	12	1	0	0	%d	%.4f	1	0	0.000305176	C	%.1f	8	10	24900	0.000877042	0.000232164	7.63237E-08	0	0	0	0	0	0	0	0	0	0
502	TLS	TL1_TF_Therm	0	4	1	10	14	1	0	0	%d	%.4f	1	0	0.000305176	C	%.1f	8	10	24900	0.000877042	0.000232164	7.63237E-08	0	0	0	0	0	0	0	0	0	0
503	TLS	TL1_TI_Therm	0	4	1	10	16	1	0	0	%d	%.4f	1	0	0.000305176	C	%.1f	8	10	24900	0.000877042	0.000232164	7.63237E-08	0	0	0	0	0	0	0	0	0	0
504	TLS	TL1_TD_Therm	0	4	1	10	18	1	0	0	%d	%.4f	1	0	0.000305176	C	%.1f	8	10	24900	0.000877042	0.000232164	7.63237E-08	0	0	0	0	0	0	0	0	0	0
505	TLS	TL1_PF_Pres	0	4	1	10	20	1	0	0	%d	%.4f	1	0	0.000305176	mb	%.1f	1	1.47828	-6.14114	6.2866	0	0	0	0	0	0	0	0	0	0	0	0
506	TLS	TL1_PH_Pres	0	4	1	10	22	1	0	0	%d	%.4f	1	0	0.000305176	mb	%.1f	1	1.47828	-6.14114	6.2866	0	0	0	0	0	0	0	0	0	0	0	0
507	TLS	TL1_TEC_Drive	0	4	1	10	24	1	0	0	%d	%.4f	1	0	0.000305176	pct	%.1f	1	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0
508	TLS	TL1_LASER_Dr	0	4	1	10	26	1	0	0	%d	%.4f	1	0	0.000305176	V	%.3f	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
509	TLS	TL1_+15_out	0	4	1	10	28	1	0	0	%d	%.4f	1	0	0.000305176	V	%.4f	1	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0
510	TLS	TL1_+15_in	0	4	1	10	30	1	0	0	%d	%.4f	1	0	0.000305176	V	%.3f	1	0	3.6	0	0	0	0	0	0	0	0	0	0	0	0	0
511	TLS	TL1_-15_in	0	4	1	10	32	1	0	0	%d	%.4f	1	0	0.000305176	V	%.3f	1	0	3.6	0	0	0	0	0	0	0	0	0	0	0	0	0
512	TLS	TL1_+5_in	0	4	1	10	34	1	0	0	%d	%.4f	1	0	0.000305176	V	%.4f	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
513	TLS	TL1_TEC_Therm	0	4	1	10	36	1	0	0	%d	%.4f	1	0	0.000305176	V	%.4f	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
514	TLS	TL1_+5_out	0	4	1	10	38	1	0	0	%d	%.4f	1	0	0.000305176	V	%.4f	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
515	TLS	TL1_-15_out	0	4	1	10	40	1	0	0	%d	%.4f	1	0	0.000305176	V	%.3f	1	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0
516	TLS	TL1_Sec_TEC_in	0	4	1	10	42	1	0	0	%d	%.4f	1	0	0.000305176	V	%.3f	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
517	TLS	TL2_TT_Therm	0	4	1	10	12	2	0	0	%d	%.4f	1	0	0.000305176	C	%.1f	8	10	24900	0.000877042	0.000232164	7.63237E-08	0	0	0	0	0	0	0	0	0	0
518	TLS	TL2_TF_Therm	0	4	1	10	14	2	0	0	%d	%.4f	1	0	0.000305176	C	%.1f	8	10	24900	0.000877042	0.000232164	7.63237E-08	0	0	0	0	0	0	0	0	0	0
519	TLS	TL2_TI_Therm	0	4	1	10	16	2	0	0	%d	%.4f	1	0	0.000305176	C	%.1f	8	10	24900	0.000877042	0.000232164	7.63237E-08	0	0	0	0	0	0	0	0	0	0
520	TLS	TL2_TD_Therm	0	4	1	10	18	2	0	0	%d	%.4f	1	0	0.000305176	C	%.1f	8	10	24900	0.000877042	0.000232164	7.63237E-08	0	0	0	0	0	0	0	0	0	0
521	TLS	TL2_PF_Pres	0	4	1	10	20	2	0	0	%d	%.4f	1	0	0.000305176	mb	%.1f	1	1.47828	-6.14114	6.2866	0	0	0	0	0	0	0	0	0	0	0	0
522	TLS	TL2_PH_Pres	0	4	1	10	22	2	0	0	%d	%.4f	1	0	0.000305176	mb	%.1f	1	1.47828	-6.14114	6.2866	0	0	0	0	0	0	0	0	0	0	0	0
523	TLS	TL2_TEC_Drive	0	4	1	10	24	2	0	0	%d	%.4f	1	0	0.000305176	pct	%.1f	1	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0
524	TLS	TL2_LASER_Dr	0	4	1	10	26	2	0	0	%d	%.4f	1	0	0.000305176	V	%.3f	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
525	TLS	TL2_+15_out	0	4	1	10	28	2	0	0	%d	%.4f	1	0	0.000305176	V	%.3f	1	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0
526	TLS	TL2_+15_in	0	4	1	10	30	2	0	0	%d	%.4f	1	0	0.000305176	V	%.3f	1	0	3.6	0	0	0	0	0	0	0	0	0	0	0	0	0
527	TLS	TL2_-15_in	0	4	1	10	32	2	0	0	%d	%.4f	1	0	0.000305176	V	%.3f	1	0	3.6	0	0	0	0	0	0	0	0	0	0	0	0	0
528	TLS	TL2_Pri_TEC_IC	0	4	1	10	34	2	0	0	%d	%.4f	1	0	0.000305176	V	%.3f	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
529	TLS	TL2_TEC_Therm	0	4	1	10	36	2	0	0	%d	%.4f	1	0	0.000305176	V	%.3f	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
530	TLS	TL2_+5_out	0	4	1	10	38	2	0	0	%d	%.4f	1	0	0.000305176	V	%.3f	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
531	TLS	TL2_-15_out	0	4	1	10	40	2	0	0	%d	%.4f	1	0	0.000305176	V	%.3f	1	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0
532	TLS	TL2_Sec_TEC_in	0	4	1	10	42	2	0	0	%d	%.4f	1	0	0.000305176	V	%.3f	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
606	GPS	VHCmd_V00-07	0	12	0	1	0	1	0xFF	0	%02X	%d	0	0	1	na	%d	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
607	GPS	VHCmd_V08-15	0	12	0	1	1	1	0xFF	0	%02X	%d	0	0	1	na	%d	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
608	GPS	VHCmd_V16-23	0	12	0	1	2	1	0xFF	0	%02X	%d	0	0	1	na	%d	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
609	GPS	VHCmd_V24-31	0	12	0	1	3	1	0xFF	0	%02X	%d	0	0	1	na	%d	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
610	GPS	VHCmd_V32-39	0	12	0	1	4	1	0xFF	0	%02X	%d	0	0	1	na	%d	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
611	GPS	VHCmd_V40-47	0	12	0	1	5	1	0xFF	0	%02X	%d	0	0	1	na	%d	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
612	GPS	VHCmd_V48-52	0	12	0	1	6	1	0xFF	0	%02X	%d	0	0	1	na	%d	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
613	QMS	RF_MON_LF	0	6	0	1	0	2	0xFFFF	0	%d	%.0f	1	0	1	MHz	%.5f	1	0	2.94118E-05	0	0	0	0	0	0	0	0	0	0	0	0	0
614	QMS	RF_MON_MF	0	6	0	1	2	2	0xFFFF	0	%d	%.0f	1	0	1	MHz	%.5f	1	0	2.94118E-05	0	0	0	0	0	0	0	0	0	0	0	0	0
615	QMS	RF_MON_HF	0	6	0	1	4	3	0xFFFFFF	0	%d	%.0f	1	0	1	MHz	%.5f	1	0	2.94118E-05	0	0	0	0	0	0	0	0	0	0	0	0	0
616	QMS	FilMultMass	0	6	0	1	7	1	7	0	%X	%.0f	1	0	1	na	%.0f	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
617	QMS	FIL1_VDAC	0	6	0	1	8	1	0xFF	0	%d	%.3f	1	0	0.01953125	V	%.3f	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
618	QMS	FIL1_EDAC	0	6	0	1	9	1	0xFF	0	%d	%.3f	1	0	0.01953125	uA	%.1f	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
619	QMS	FIL2_VDAC	0	6	0	1	10	1	0xFF	0	%d	%.3f	1	0	0.01953125	V	%.3f	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
620	QMS	FIL2_EDAC	0	6	0	1	11	1	0xFF	0	%d	%.3f	1	0	0.01953125	uA	%.1f	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
621	QMS	BA_VDAC	0	6	0	1	12	1	0xFF	0	%d	%.3f	1	0	0.01953125	V	%.3f	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
622	QMS	ION_ACC_DAC	0	6	0	1	13	1	0xFF	0	%d	%.3f	1	0	0.01953125	V	%.3f	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
623	QMS	ION_REP_SH_DAC	0	6	0	1	14	1	0xFF	0	%d	%.3f	1	0	0.01953125	V	%.3f	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
624	QMS	ION_REP_DAC	0	6	0	1	15	1	0xFF	0	%d	%.3f	1	0	0.01953125	V	%.3f	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
625	QMS	BS_DAC	0	6	0	1	16	1	0xFF	0	%d	%.3f	1	0	0.01953125	V	%.3f	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
626	QMS	FIL_ON	0	6	0	1	17	1	3	0	%d	%.0f	1	0	1	na	na	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
627	QMS	EM1_DAC	0	6	0	1	18	1	0xFF	0	%d	%.3f	1	0	0.01953125	V	%.3f	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
628	QMS	EM2_DAC	0	6	0	1	19	1	0xFF	0	%d	%.3f	1	0	0.01953125	V	%.3f	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
629	QMS	DET_THRES1	0	6	0	1	20	1	0xFF	0	%d	%.3f	1	0	0.01953125	mV	%.1f	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
630	QMS	DET_THRES2	0	6	0	1	21	1	0xFF	0	%d	%.3f	1	0	0.01953125	mV	%.1f	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
631	QMS	QB_DAC	0	6	0	1	22	1	0xFF	0	%d	%.3f	1	0	0.01953125	V	%.3f	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
633	QMS	ROD AC	0	6	0	1	23	2	0xFFFF	0	%d	%.0f	1	0	0	V	%.3f	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
635	QMS	ROD DC	0	6	0	1	25	2	0xFFFF	0	%d	%.4f	1	0	0	V	%.3f	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
636	QMS	RF FREQ	0	6	0	1	27	1	0xF	0	%d	na	0	0	0	na	na	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
638	QMS	PWM 1	0	6	0	1	28	2	0xFFFF	0	%d	%.4f	1	0	0.000152588	V	%.3f	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
640	QMS	PWM 2	0	6	0	1	30	2	0xFFFF	0	%d	%.4f	1	0	0.000152588	V	%.3f	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
647	QMS	PWM SEL	0	6	0	1	32	1	0xFF	0	%d	%.4f	0	0	0	na	na	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
652	QMS	SERIAL NUM	0	6	0	1	35	1	0xFF	0	%d	%.0f	0	0	0	na	na	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
655	QMS	COUNTER1	0	6	0	1	36	3	0xFFFFFF	0	%d	%.0f	1	0	58.82352941	c/s	%.0f	1	0	58.82352941	0	0	0	0	0	0	0	0	0	0	0	0	0
658	QMS	COUNTER2	0	6	0	1	39	3	0xFFFFFF	0	%d	%.0f	1	0	58.82352941	c/s	%.0f	1	0	58.82352941	0	0	0	0	0	0	0	0	0	0	0	0	0
660	QMS	FREQ_COUNTER	0	6	0	1	42	2	0xFFFFFF	0	%d	%.0f	1	0	1	MHz	%.4f	1	0	2.94118E-05	0	0	0	0	0	0	0	0	0	0	0	0	0
662	QMS	ADC1	0	6	0	1	44	2	0xFFFF	0	%d	%.4f	2	1	10	V	%.0f	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
664	QMS	ADC2	0	6	0	1	46	2	0xFFFF	0	%d	%.4f	2	1	10	V	%.0f	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
666	QMS	PWM ADC 1	0	6	0	1	48	2	0xFFFF	0	%d	%.4f	2	1	10	V	%.4f	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
668	QMS	PWM ADC 2	0	6	0	1	50	2	0xFFFF	0	%d	%.4f	2	1	10	V	%.4f	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
671	FSW	VHStat_H00-07	0	7	0	1	96	1	0xFF	0	%04X	%d	0	0	1	na	%d	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
672	FSW	VHStat_H08-15	0	7	0	1	97	1	0xFF	0	%04X	%d	0	0	1	na	%d	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
673	FSW	VHStat_H16-23	0	7	0	1	98	1	0xFF	0	%04X	%d	0	0	1	na	%d	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
674	FSW	VHStat_H24-31	0	7	0	1	99	1	0xFF	0	%04X	%d	0	0	1	na	%d	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
675	FSW	VHStat_H32-39	0	7	0	1	100	1	0xFF	0	%04X	%d	0	0	1	na	%d	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
676	FSW	VHStat_H40-47	0	7	0	1	101	1	0xFF	0	%04X	%d	0	0	1	na	%d	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
677	FSW	VHStat_H48-55	0	7	0	1	102	1	0xFF	0	%04X	%d	0	0	1	na	%d	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
678	FSW	VHStat_H56-63	0	7	0	1	103	1	0xFF	0	%04X	%d	0	0	1	na	%d	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
679	GPS	VHStat_V00-07	0	12	0	1	7	1	0xFF	0	%02X	%d	0	0	1	na	%d	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
680	GPS	VHStat_V08-15	0	12	0	1	8	1	0xFF	0	%02X	%d	0	0	1	na	%d	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
681	GPS	VHStat_V16-23	0	12	0	1	9	1	0xFF	0	%02X	%d	0	0	1	na	%d	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
682	GPS	VHStat_V24-31	0	12	0	1	10	1	0xFF	0	%02X	%d	0	0	1	na	%d	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
683	GPS	VHStat_V32-39	0	12	0	1	11	1	0xFF	0	%02X	%d	0	0	1	na	%d	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
684	GPS	VHStat_V40-47	0	12	0	1	12	1	0xFF	0	%02X	%d	0	0	1	na	%d	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
685	GPS	VHStat_V48-52+	0	12	0	1	13	1	0xFF	0	%02X	%d	0	0	1	na	%d	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
700	TM	TMSync	0	9	0	1	0	4	0xFFFFFFFF	0	%08X	%d	0	0	1	na	%d	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
701	TM	TMTick	0	9	0	1	4	4	0xFFFFFFFF	0	%d	%d	0	0	1	sec	%.2f	1	0	0.02	0	0	0	0	0	0	0	0	0	0	0	0	0
702	TM	TMSystemID	0	9	0	1	8	4	0xFFFFFFFF	0	%08X	%d	0	0	1	na	%d	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
703	TM	TMMarker	0	9	0	1	12	4	0xFFFFFFFF	0	%08X	%.0f	0	0	1	na	%.0f	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
704	TM	TMMarkerText	0	9	0	6	16	41	0	0	%s	%s	0	0	1	na	%s	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
762	FSW	VHUpdateIPs	0	7	0	1	94	1	0xFF	0	%d	%d	0	0	1	na	%d	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
763	FSW	LastVHCmdSN	0	7	0	1	95	1	0xFF	0	%d	%d	0	0	1	na	%d	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
764	FSW	HTRSENSE0	0	7	0	1	96	1	0x01	0	%d	%d	0	0	1	na	%d	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
765	FSW	HTRSENSE1	0	7	0	1	96	1	0x02	1	%d	%d	0	0	1	na	%d	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
766	FSW	HTRSENSE2	0	7	0	1	96	1	0x04	2	%d	%d	0	0	1	na	%d	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
767	FSW	HTRSENSE3	0	7	0	1	96	1	0x08	3	%d	%d	0	0	1	na	%d	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
768	FSW	HTRSENSE4	0	7	0	1	96	1	0x10	4	%d	%d	0	0	1	na	%d	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
769	FSW	HTRSENSE5	0	7	0	1	96	1	0x20	5	%d	%d	0	0	1	na	%d	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
770	FSW	HTRSENSE6	0	7	0	1	96	1	0x40	6	%d	%d	0	0	1	na	%d	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
771	FSW	HTRSENSE7	0	7	0	1	96	1	0x80	7	%d	%d	0	0	1	na	%d	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
772	FSW	HTRSENSE8	0	7	0	1	97	1	0x01	0	%d	%d	0	0	1	na	%d	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
773	FSW	HTRSENSE9	0	7	0	1	97	1	0x02	1	%d	%d	0	0	1	na	%d	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
774	FSW	HTRSENSE10	0	7	0	1	97	1	0x04	2	%d	%d	0	0	1	na	%d	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
775	FSW	HTRSENSE11	0	7	0	1	97	1	0x08	3	%d	%d	0	0	1	na	%d	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
776	FSW	HTRSENSE12	0	7	0	1	97	1	0x10	4	%d	%d	0	0	1	na	%d	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
777	FSW	HTRSENSE13	0	7	0	1	97	1	0x20	5	%d	%d	0	0	1	na	%d	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
778	FSW	HTRSENSE14	0	7	0	1	97	1	0x40	6	%d	%d	0	0	1	na	%d	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
779	FSW	HTRSENSE15	0	7	0	1	97	1	0x80	7	%d	%d	0	0	1	na	%d	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
780	FSW	HTRSENSE16	0	7	0	1	98	1	0x01	0	%d	%d	0	0	1	na	%d	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
781	FSW	HTRSENSE17	0	7	0	1	98	1	0x02	1	%d	%d	0	0	1	na	%d	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
782	FSW	HTRSENSE18	0	7	0	1	98	1	0x04	2	%d	%d	0	0	1	na	%d	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
783	FSW	HTRSENSE19	0	7	0	1	98	1	0x08	3	%d	%d	0	0	1	na	%d	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
784	FSW	HTRSENSE20	0	7	0	1	98	1	0x10	4	%d	%d	0	0	1	na	%d	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
785	FSW	HTRSENSE21	0	7	0	1	98	1	0x20	5	%d	%d	0	0	1	na	%d	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
786	FSW	HTRSENSE22	0	7	0	1	98	1	0x40	6	%d	%d	0	0	1	na	%d	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
787	FSW	HTRSENSE23	0	7	0	1	98	1	0x80	7	%d	%d	0	0	1	na	%d	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
788	FSW	HTRSENSE24	0	7	0	1	99	1	0x01	0	%d	%d	0	0	1	na	%d	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
789	FSW	HTRSENSE25	0	7	0	1	99	1	0x02	1	%d	%d	0	0	1	na	%d	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
790	FSW	HTRSENSE26	0	7	0	1	99	1	0x04	2	%d	%d	0	0	1	na	%d	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
791	FSW	HTRSENSE27	0	7	0	1	99	1	0x08	3	%d	%d	0	0	1	na	%d	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
