source_id	hk_id	name	prefix	bdu_name	sci_name	measure	unit	mined	rate	scaling	offset	digits	alarm_enable	lolo_limit	lo_limit	hi_limit	hihi_limit	warn_enable	average	deadband	alarm_actions	alarm_action_1	alarm_action_2	alarm_action_3	warn_actions	warn_action_1	warn_action_2	warn_action_3	PACKET_TYPE	PACKET_SUBTYPE	DECODE_TYPE	DECODE_ID1	DECODE_ID2	DECODE_ID3	DECODE_ID4	RAW_FMT	ENG_FMT	ENG_EQ_TYPE	ENG_K1	ENG_K2	SCI_FMT	SCI_EQ_TYPE	SCI_FROM_ENG	SCI_K1	SCI_K2	SCI_K3	SCI_K4	SCI_K5	SCI_K6	SCI_K7	SCI_K8	MUX_CH	LIMIT_TYPE_1	YELLOW_LIMIT_1	RED_LIMIT_1	LIMIT_TYPE_2	YELLOW_LIMIT_2	RED_LIMIT_2
1	1	Chiller Setpoint	LSR			temperature	C	1	0.017	1	0	3	0	0	0	0	0	0	0	0	0				0																																	
1	2	Chiller Temp	LSR			temperature	C	1	0.017	1	0	0	0	0	0	0	0	0	0	0	0				0																																	
1	3	LAS HV Monitor	LSR			voltage	kV	1	0.017	1.6	0	3	1	2.7	2.8	4	4.1	1	0	60	2	1	0		1	1																																
1	4	LAS Pres Sensor 1	LSR			pressure	atm	1	0.017	1	1	3	0	0	0	0	0	0	1	0	0				0																																	
1	5	LAS Pres Sensor 2	LSR			pressure	atm	1	0.017	1	1	3	0	0	0	0	0	0	1	0	0				0																																	
1	6	LAS QSD PCB Temp Monitor	LSR			temperature	C	1	0.017	16	-0.3125	3	1	0	30	40	0	0	0	60	0				1	1																																
1	7	LAS QS Temp Monitor	LSR			temperature	C	1	0.017	16	-0.3125	3	1	0	28	38	0	0	0	60	0				1	1																																
1	8	LAS Diodes Temp	LSR			temperature	C	1	0.017	1	0	3	1	25	36	40	45	1	0	60	2	1	0		1	1																																
1	9	LAS GRM Side Temp	LSR			temperature	C	1	0.017	1	0	3	1	0	28	38	0	0	0	60	0				1	1																																
1	10	LAS HR Side Temp	LSR			temperature	C	1	0.017	1	0	3	1	0	31	39	0	0	0	60	0				1	1																																
1	11	LAS Pedestal Temp	LSR			temperature	C	1	0.017	1	0	3	1	0	31	39	0	0	0	60	0				1	1																																
1	12	LAS Slab Bridge Temp	LSR			temperature	C	1	0.017	1	0	3	1	0	35	44	0	0	0	60	0				1	1																																
1	13	LAS Current 12V PS	LSR			current	A	1	0.017	10	0	3	0	0	0	0	0	0	1	0	0				0																																	
1	14	LAS Voltage LC PS	LSR			voltage	V	1	0.017	15	0	3	1	0	67	83	0	0	0	60	0				1	1																																
1	15	LC Amp Set	LSR			current	A	1	0.017	1	0	3	0	0	0	0	0	0	0	0	0				0																																	
1	16	LC Current	LSR			current	A	1	0.017	1	0	3	1	0	47	49	0	0	0	60	0				1	1																																
1	17	LC Freq	LSR			frequency	Hz	1	0.017	1	0	3	1	200	240	244	250	1	0	60	2	0	1		1	1																																
1	18	LC QPW	LSR			current	A	1	0.017	1	0	3	0	0	0	0	0	0	0	0	0				0																																	
1	19	LC QP Offset	LSR			time	us	1	0.017	1	0	3	0	0	0	0	0	0	0	0	0				0																																	
1	20	LC Standby I	LSR			current	A	1	0.017	1	0	3	0	0	0	0	0	0	0	0	0				0																																	
1	21	LC Temperature	LSR			temperature	C	1	0.017	1	0	3	1	0	10	32	0	0	0	60	0				1	1																																
1	22	LC Voltage	LSR			voltage	V	1	0.017	1	0	3	0	0	0	0	0	0	0	0	0				0																																	
1	23	LC Shotcount	LSR			count	Kshots	1	0.017	1	0	3	0	0	0	0	0	0	0	0	0				0																																	
1	24	LC ShotcountK LDA	LSR			count	Kshots	1	0.017	1	0	3	0	0	0	0	0	0	0	0	0				0																																	
1	25	LC ShotcountK QS	LSR			count	Kshots	1	0.017	1	0	3	0	0	0	0	0	0	0	0	0				0																																	
1	26	LC State	LSR					1	0.017	1	0	3	0	0	0	0	0	0	0	0	0				0																																	
1	27	NOVA Energy Monitor	LSR			power	mW	1	0.017	1	0	0	0	0	0	0	0	0	0	0	0				0																																	
1	28	Start Pulse Width	LSR			time	ns	1	0.017	1	0	3	0	0	0	0	0	0	0	0	0				0																																	
1	29	Wav Exposure	LSR			time	ms	1	0.017	1	0	3	0	0	0	0	0	0	0	0	0				0																																	
1	30	Wav Pressure	LSR			pressure	mbar	1	0.017	1	0	3	0	0	0	0	0	0	0	0	0				0																																	
1	31	Wav Temperature	LSR			temperature	C	1	0.017	1	0	3	0	0	0	0	0	0	0	0	0				0																																	
1	32	Wav Wavelength (air)	LSR			length	nm	1	0.017	1	0	3	0	0	0	0	0	0	0	0	0				0																																	
1	33	Wav Wavelength (vac)	LSR			length	nm	1	0.017	1	0	3	1	0	0	1064.7	0	0	0	60	0				1	1																																
1	34	MasterCam RefDiode DivX	LSR					0	0.017	1	0	0	0	0	0	0	0	0	0	0	0				0																																	
1	35	MasterCam RefDiode DivY	LSR					0	0.017	1	0	0	0	0	0	0	0	0	0	0	0				0																																	
1	36	MasterCam RefDiode Drift	LSR			location	um	0	0.017	1	0	3	0	0	0	0	0	0	1	0	0				0																																	
1	37	MasterCam RefDiode DriftX	LSR			location	um	0	0.017	1	0	3	0	0	0	0	0	0	1	0	0				0																																	
1	38	MasterCam RefDiode DriftY	LSR			location	um	0	0.017	1	0	3	0	0	0	0	0	0	1	0	0				0																																	
1	39	MasterCam RefDiode Pow%InAperture	LSR					0	0.017	1	0	0	0	0	0	0	0	0	0	0	0				0																																	
1	40	MasterCam RefDiode PowPk	LSR				counts	1	0.017	1	0	3	0	0	0	0	0	0	1	0	0				0																																	
1	41	MasterCam RefDiode CentroidX	LSR			location	um	1	0.017	1	0	3	0	0	0	0	0	0	1	0	0				0																																	
1	42	MasterCam RefDiode CentroidY	LSR			location	um	1	0.017	1	0	3	0	0	0	0	0	0	1	0	0				0																																	
1	43	MasterCam RefDiode D4SigmaX	LSR					0	0.017	1	0	0	0	0	0	0	0	0	0	0	0				0																																	
1	44	MasterCam RefDiode D4SigmaY	LSR					0	0.017	1	0	0	0	0	0	0	0	0	0	0	0				0																																	
1	45	MasterCam RefDiode PerOfPkX	LSR					0	0.017	1	0	0	0	0	0	0	0	0	0	0	0				0																																	
1	46	MasterCam RefDiode PerOfPkY	LSR					0	0.017	1	0	0	0	0	0	0	0	0	0	0	0				0																																	
1	47	MasterCam RefDiode PkLocX	LSR			location	um	1	0.017	1	0	3	0	0	0	0	0	0	1	0	0				0																																	
1	48	MasterCam RefDiode PkLocY	LSR			location	um	1	0.017	1	0	3	0	0	0	0	0	0	1	0	0				0																																	
1	49	MasterCam BoxCube Drift	LSR			location	um	1	0.017	1	0	3	0	0	0	0	0	0	1	0	0				0																																	
1	50	MasterCam BoxCube DriftX	LSR			location	um	1	0.017	1	0	3	0	0	0	0	0	0	1	0	0				0																																	
1	51	MasterCam BoxCube DriftY	LSR			location	um	1	0.017	1	0	3	0	0	0	0	0	0	1	0	0				0																																	
1	52	MasterCam BoxCube PowPk	LSR				counts	1	0.017	1	0	3	0	0	0	0	0	0	1	0	0				0																																	
1	53	MasterCam BoxCube PowTotal	LSR					0	0.017	1	0	0	0	0	0	0	0	0	0	0	0				0																																	
1	54	MasterCam BoxCube CentroidX	LSR			location	um	1	0.017	1	0	3	0	0	0	0	0	0	1	0	0				0																																	
1	55	MasterCam BoxCube CentroidY	LSR			location	um	1	0.017	1	0	3	0	0	0	0	0	0	1	0	0				0																																	
1	56	MasterCam BoxCube CrossSection	LSR					0	0.017	1	0	0	0	0	0	0	0	0	0	0	0				0																																	
1	57	MasterCam BoxCube PkLocX	LSR			location	um	1	0.017	1	0	3	0	0	0	0	0	0	1	0	0				0																																	
1	58	MasterCam BoxCube PkLocY	LSR			location	um	1	0.017	1	0	3	0	0	0	0	0	0	1	0	0				0																																	
1	59	MasterCam PlateCube Drift	LSR			location	um	1	0.017	1	0	3	0	0	0	0	0	0	1	0	0				0																																	
1	60	MasterCam PlateCube DriftX	LSR			location	um	1	0.017	1	0	3	0	0	0	0	0	0	1	0	0				0																																	
1	61	MasterCam PlateCube DriftY	LSR			location	um	1	0.017	1	0	3	0	0	0	0	0	0	1	0	0				0																																	
1	62	MasterCam PlateCube PowPk	LSR				counts	1	0.017	1	0	3	0	0	0	0	0	0	1	0	0				0																																	
1	63	MasterCam PlateCube PowTotal	LSR					0	0.017	1	0	0	0	0	0	0	0	0	0	0	0				0																																	
1	64	MasterCam PlateCube CentroidX	LSR			location	um	1	0.017	1	0	3	0	0	0	0	0	0	1	0	0				0																																	
1	65	MasterCam PlateCube CentroidY	LSR			location	um	1	0.017	1	0	3	0	0	0	0	0	0	1	0	0				0																																	
1	66	MasterCam PlateCube CrossSectionArea	LSR					0	0.017	1	0	0	0	0	0	0	0	0	0	0	0				0																																	
1	67	MasterCam PlateCube PkLocX	LSR			location	um	1	0.017	1	0	3	0	0	0	0	0	0	1	0	0				0																																	
1	68	MasterCam PlateCube PkLocY	LSR			location	um	1	0.017	1	0	3	0	0	0	0	0	0	1	0	0				0																																	
1	69	MasterCam Laser Drift	LSR			location	um	1	0.017	1	0	3	0	0	0	0	0	0	0	0	0				0																																	
1	70	MasterCam Laser DriftX	LSR			location	um	1	0.017	1	0	3	0	0	0	0	0	0	0	0	0				0																																	
1	71	MasterCam Laser DriftY	LSR			location	um	1	0.017	1	0	3	0	0	0	0	0	0	0	0	0				0																																	
1	72	MasterCam Laser PowPk	LSR				counts	1	0.017	1	0	3	0	0	0	0	0	0	0	0	0				0																																	
1	73	MasterCam Laser PowTotal	LSR					1	0.017	1	0	0	0	0	0	0	0	0	0	0	0				0																																	
1	74	MasterCam Laser CentroidX	LSR			location	um	1	0.017	1	0	3	0	0	0	0	0	0	0	0	0				0																																	
1	75	MasterCam Laser CentroidY	LSR			location	um	1	0.017	1	0	3	0	0	0	0	0	0	0	0	0				0																																	
1	76	MasterCam Laser CrossSectionArea	LSR					0	0.017	1	0	0	0	0	0	0	0	0	0	0	0				0																																	
1	77	MasterCam Laser PkLocX	LSR			location	um	1	0.017	1	0	3	0	0	0	0	0	0	0	0	0				0																																	
1	78	MasterCam Laser PkLocY	LSR			location	um	1	0.017	1	0	3	0	0	0	0	0	0	0	0	0				0																																	
1	79	NearFieldCam CentroidX	LSR			location	um	1	0.017	1	0	3	0	0	0	0	0	0	0	0	0				0																																	
1	80	NearFieldCam CentroidY	LSR			location	um	1	0.017	1	0	3	0	0	0	0	0	0	0	0	0				0																																	
1	81	NearFieldCam D4SigmaX	LSR			location	um	1	0.017	1	0	3	0	0	0	0	0	0	0	0	0				0																																	
1	82	NearFieldCam D4SigmaY	LSR			location	um	1	0.017	1	0	3	0	0	0	0	0	0	0	0	0				0																																	
1	83	NearFieldCam PerOfPkX	LSR			percent	%	1	0.017	1	0	3	0	0	0	0	0	0	0	0	0				0																																	
1	84	NearFieldCam PerOfPkY	LSR			percent	%	1	0.017	1	0	3	0	0	0	0	0	0	0	0	0				0																																	
1	85	UPS Battery	LSR			percent	%	1	0.017	1	0	3	1	70	90	101	101	1	0	0	1	0			1	1																																
1	86	UPS State	LSR			binary		1	0.017	1	0	3	0	0	0	0	0	0	0	0	0				0																																	
1	87	Laser PRF	LSR			frequency	Hz	1	0.017	1	0	0	0	0	0	0	0	0	0	0	0				0																																	
1	88	Start Pulse Power	LSR			power	nW	1	0.017	1.00E+09	0	0	0	0	0	0	0	0	1	60	0				0																																	
1	89	BDU Current 12V PS	BDU	bdu_Current_12V_PS		current	A	1	0.017	10	0	3	0	0	0	0	0	0	0	0	0				0																																	
1	90	BDU HV Monitor	BDU	bdu_HV_MON		voltage	kV	1	0.017	1.6	0	3	0	0	0	0	0	0	0	0	0				0																																	
1	91	BDU Pres Sensor 1	BDU	Pressure Sensor 1		pressure	atm	1	0.017	1	0	3	0	0	0	0	0	0	0	0	0				0																																	
1	92	BDU Pres Sensor 2	BDU	Pressure Sensor 2		pressure	atm	1	0.017	1	0	3	0	0	0	0	0	0	0	0	0				0																																	
1	93	BDU QSD PCB Temp Monitor	BDU	QSD PCB Temp		temperature	C	1	0.017	16	-0.3125	3	0	0	0	0	0	0	0	0	0				0																																	
1	94	BDU QS Temp Monitor	BDU	QS Temp		temperature	C	1	0.017	16	-0.3125	3	0	0	0	0	0	0	0	0	0				0																																	
1	95	BDU Bench Temp	BDU	bdu_T_BENCH		temperature	C	1	0.017	1	0	3	0	0	0	0	0	0	0	0	0				0																																	
1	96	BDU Crystal Temp	BDU	bdu_T_CRYSTAL		temperature	C	1	0.017	1	0	3	0	0	0	0	0	0	0	0	0				0																																	
1	97	MasterCam RefDiode PowTotal	LSR					0	0.017	1	0	0	0	0	0	0	0	0	0	0	0				0																																	
1	98	MasterCam RefDiode CrossSection	LSR					0	0.017	1	0	0	0	0	0	0	0	0	0	0	0				0																																	
1	99	MasterCam Laser DivX	LSR			angle	uRad	1	0.017	1	0	3	0	0	0	0	0	0	0	0	0				0																																	
1	100	MasterCam Laser DivY	LSR			angle	uRad	1	0.017	1	0	3	0	0	0	0	0	0	0	0	0				0																																	
1	101	MasterCam Laser Pow%InAperture	LSR			percent	%	1	0.017	1	0	3	0	0	0	0	0	0	0	0	0				0																																	
1	102	MasterCam Laser D4SigmaX	LSR			location	um	1	0.017	1	0	3	0	0	0	0	0	0	0	0	0				0																																	
1	103	MasterCam Laser D4SigmaY	LSR			location	um	1	0.017	1	0	3	0	0	0	0	0	0	0	0	0				0																																	
1	104	MasterCam Laser PerOfPkX	LSR			percent	%	1	0.017	1	0	3	0	0	0	0	0	0	0	0	0				0																																	
1	105	MasterCam Laser PerOfPkY	LSR			percent	%	1	0.017	1	0	3	0	0	0	0	0	0	0	0	0				0																																	
1	106	Room % Humidity	LSR			humidity	%	1	0.017	1	0	3	0	30	32	68	70	1	0	0	0				0																																	
1	107	Room Dew Point	LSR			temperature	C	1	0.017	0.555556	32	3	0	0	0	0	0	0	1	0	0				0																																	
1	108	Room Temp	LSR			temperature	C	1	0.017	0.555556	32	3	1	0	60	75	0	0	1	0	0				0																																	
1	109	Not Used	LSR					0	0.017	1	0	0	0	0	0	0	0	0	0	0	0				0																																	
1	110	BDU Energy P	LSR			energy	mJ	1	0.017	1000	0	3	0	0	0	0	0	0	0	0	0				0																																	
1	111	BDU Energy P Variance	LSR			energy	mJ	1	0.017	1000000000	0	3	0	0	0	0	0	0	0	0	0				0																																	
1	112	BDU Energy S	LSR			energy	mJ	1	0.017	1000	0	3	0	0	0	0	0	0	0	0	0				0																																	
1	113	BDU Energy S Variance	LSR			energy	mJ	1	0.017	1000000000	0	3	0	0	0	0	0	0	0	0	0				0																																	
1	114	Energy Monitor	LSR			energy	mJ	1	0.017	45000	0	3	1	0	10	11	11.5	1	1	60	2	0	1		1	1																																
1	115	Energy Monitor Variance	LSR			energy	mJ	1	0.017	1000000000	0	3	0	0	0	0	0	0	1	0	0				0																																	
1	116	BDU Input Energy	LSR			energy	mJ	1	0.017	1000	0	3	0	0	0	0	0	0	1	0	0				0																																	
1	117	BDU Input Energy Variance	LSR			energy	mJ	1	0.017	1000000000	0	3	0	0	0	0	0	0	1	0	0				0																																	
1	118	LDA Current Meas	LSR			current	amp	1	0.017	1	0	3	0	0	0	0	0	0	0	0	0				0																																	
1	119	LDA Current PW	LSR			time	us	1	0.017	1	0	3	0	0	0	0	0	0	0	0	0				0																																	
1	120	LDA Current eDrive	LSR			current	amp	1	0.017	1	0	3	0	0	0	0	0	0	0	0	0				0																																	
1	121	LDA Current PW eDrive	LSR			time	us	1	0.017	1	0	3	0	0	0	0	0	0	0	0	0				0																																	
1	122	Not Used	LSR			time	us	0	0.017	1	0	3	0	0	0	0	0	0	0	0	0				0																																	
1	123	PM100D.14035_Freq	LSR			frequency	Hz	0	0.017	1	0	3	0	0	90	115	0	0	0	0	0				0																																	
1	124	PM100D.14035_Pwr	LSR			power	nW	0	0.017	1000000000	0	3	1	0	76.5	115	0	0	1	60	0				0																																	
1	125	NearFieldCam Drift	LSR					1	0.017	1	0	0	0	0	0	0	0	0	0	0	0				0																																	
1	126	NearFieldCam DriftX	LSR					1	0.017	1	0	0	0	0	0	0	0	0	0	0	0				0																																	
1	127	NearFieldCam DriftY	LSR					1	0.017	1	0	0	0	0	0	0	0	0	0	0	0				0																																	
1	128	NearFieldCam PowPk	LSR					1	0.017	1	0	0	0	0	0	0	0	0	0	0	0				0																																	
1	129	NearFieldCam PkLocX	LSR					1	0.017	1	0	0	0	0	0	0	0	0	0	0	0				0																																	
1	130	NearFieldCam PkLocY	LSR					1	0.017	1	0	0	0	0	0	0	0	0	0	0	0				0																																	
1	131	NearFieldCam_B Drift	LSR					0	0.017	1	0	0	0	0	0	0	0	0	0	0	0				0																																	
1	132	NearFieldCam_B DriftX	LSR					0	0.017	1	0	0	0	0	0	0	0	0	0	0	0				0																																	
1	133	NearFieldCam_B DriftY	LSR					0	0.017	1	0	0	0	0	0	0	0	0	0	0	0				0																																	
1	134	NearFieldCam_B Pow_Pk	LSR					0	0.017	1	0	0	0	0	0	0	0	0	0	0	0				0																																	
1	135	NearFieldCam_B Spa_CentroidX	LSR					0	0.017	1	0	0	0	0	0	0	0	0	0	0	0				0																																	
1	136	NearFieldCam_B Spa_CentroidY	LSR					0	0.017	1	0	0	0	0	0	0	0	0	0	0	0				0																																	
1	137	NearFieldCam_B Spa_PkLocX	LSR					0	0.017	1	0	0	0	0	0	0	0	0	0	0	0				0																																	
1	138	NearFieldCam_B Spa_PkLocY	LSR					0	0.017	1	0	0	0	0	0	0	0	0	0	0	0				0																																	
1	139	NearFieldCam_C Drift	LSR					0	0.017	1	0	0	0	0	0	0	0	0	0	0	0				0																																	
1	140	NearFieldCam_C DriftX	LSR					0	0.017	1	0	0	0	0	0	0	0	0	0	0	0				0																																	
1	141	NearFieldCam_C DriftY	LSR					0	0.017	1	0	0	0	0	0	0	0	0	0	0	0				0																																	
1	142	NearFieldCam_C Pow_Pk	LSR					0	0.017	1	0	0	0	0	0	0	0	0	0	0	0				0																																	
1	143	NearFieldCam_C Spa_CentroidX	LSR					0	0.017	1	0	0	0	0	0	0	0	0	0	0	0				0																																	
1	144	NearFieldCam_C Spa_CentroidY	LSR					0	0.017	1	0	0	0	0	0	0	0	0	0	0	0				0																																	
1	145	NearFieldCam_C Spa_PkLocX	LSR					0	0.017	1	0	0	0	0	0	0	0	0	0	0	0				0																																	
1	146	NearFieldCam_C Spa_PkLocY	LSR					0	0.017	1	0	0	0	0	0	0	0	0	0	0	0				0																																	
1	147	NearFieldCam_D Div_AngleXMajor	LSR					0	0.017	1	0	0	0	0	0	0	0	0	0	0	0				0																																	
1	148	NearFieldCam_D Div_AngleYMinor	LSR					0	0.017	1	0	0	0	0	0	0	0	0	0	0	0				0																																	
1	149	NearFieldCam_D Drift	LSR					0	0.017	1	0	0	0	0	0	0	0	0	0	0	0				0																																	
1	150	NearFieldCam_D DriftX	LSR					0	0.017	1	0	0	0	0	0	0	0	0	0	0	0				0																																	
1	151	NearFieldCam_D DriftY	LSR					0	0.017	1	0	0	0	0	0	0	0	0	0	0	0				0																																	
1	152	NearFieldCam_D Pow_PercentInAperture	LSR					0	0.017	1	0	0	0	0	0	0	0	0	0	0	0				0																																	
1	153	NearFieldCam_D Pow_Pk	LSR					0	0.017	1	0	0	0	0	0	0	0	0	0	0	0				0																																	
1	154	NearFieldCam_D Spa_CentroidX	LSR					0	0.017	1	0	0	0	0	0	0	0	0	0	0	0				0																																	
1	155	NearFieldCam_D Spa_CentroidY	LSR					0	0.017	1	0	0	0	0	0	0	0	0	0	0	0				0																																	
1	156	NearFieldCam_D Spa_D4SigmaMajor	LSR					0	0.017	1	0	0	0	0	0	0	0	0	0	0	0				0																																	
1	157	NearFieldCam_D Spa_D4SigmaMinor	LSR					0	0.017	1	0	0	0	0	0	0	0	0	0	0	0				0																																	
1	158	NearFieldCam_D Spa_PerOfPkMajor	LSR					0	0.017	1	0	0	0	0	0	0	0	0	0	0	0				0																																	
1	159	NearFieldCam_D Spa_PerOfPkMinor	LSR					0	0.017	1	0	0	0	0	0	0	0	0	0	0	0				0																																	
1	160	NearFieldCam_D Spa_PkLocX	LSR					0	0.017	1	0	0	0	0	0	0	0	0	0	0	0				0																																	
1	161	NearFieldCam_D Spa_PkLocY	LSR					0	0.017	1	0	0	0	0	0	0	0	0	0	0	0				0																																	
1	162	Polar Emax	LSR			energy	mJ	1	0.017	1	0	0	0	0	0	0	0	0	0	0	0				0																																	
1	163	Polar Emax Ref	LSR			energy	mJ	1	0.017	1	0	0	0	0	0	0	0	0	0	0	0				0																																	
1	164	Polar Emin	LSR			energy	uJ	1	0.017	1	0	0	0	0	0	0	0	0	0	0	0				0																																	
1	165	Polar Emin Ref	LSR			energy	mJ	1	0.017	1	0	0	0	0	0	0	0	0	0	0	0				0																																	
1	166	Polar Ratio	LSR					1	0.017	1	0	0	0	0	0	0	0	0	0	0	0				0																																	
1	167	MasterCam RefDiode Offset	LSR			distance	um	1	0.017	1	0	3	0	0	0	0	0	0	1	0	0				0																																	
1	168	MasterCam RefDiode OffsetX	LSR			distance	um	1	0.017	1	0	3	0	0	0	0	0	0	1	0	0				0																																	
1	169	MasterCam RefDiode OffsetY	LSR			distance	um	1	0.017	1	0	3	0	0	0	0	0	0	1	0	0				0																																	
1	170	MasterCam BoxCube Offset	LSR			distance	um	1	0.017	1	0	3	0	0	0	0	0	0	1	0	0				0																																	
1	171	MasterCam BoxCube OffsetX	LSR			distance	um	1	0.017	1	0	3	0	0	0	0	0	0	1	0	0				0																																	
1	172	MasterCam BoxCube OffsetY	LSR			distance	um	1	0.017	1	0	3	0	0	0	0	0	0	1	0	0				0																																	
1	173	MasterCam PlateCube Offset	LSR			distance	um	1	0.017	1	0	3	0	0	0	0	0	0	1	0	0				0																																	
1	174	MasterCam PlateCube OffsetX	LSR			distance	um	1	0.017	1	0	3	0	0	0	0	0	0	1	0	0				0																																	
1	175	MasterCam PlateCube OffsetY	LSR			distance	um	1	0.017	1	0	3	0	0	0	0	0	0	1	0	0				0																																	
1	176	MasterCam Laser Offset	LSR			distance	um	1	0.017	1	0	3	0	0	0	0	0	0	0	0	0				0																																	
1	177	MasterCam Laser OffsetX	LSR			distance	um	1	0.017	1	0	3	0	0	0	0	0	0	0	0	0				0																																	
1	178	MasterCam Laser OffsetY	LSR			distance	um	1	0.017	1	0	3	0	0	0	0	0	0	0	0	0				0																																	
1	179	Start Pulse energy	LSR			energy	mJ	1	0.017	1	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																														
1	180	LAS_T_COOLANT	LSR			temperature	C	1	0.017	1	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																														
1	181	LAS_T_ENERGY_MON	LSR			temperature	C	1	0.017	1	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																														
1	182	LAS_T_LASER_BOX	LSR			temperature	C	1	0.017	1	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																														
1	183	LAS_T_LASER_PLATE	LSR			temperature	C	1	0.017	1	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																														
1	184	LAS_T_PARABOLA	LSR			temperature	C	1	0.017	1	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																														
1	185	Strt Pulse PkPk	LSR			voltage	mV	1	0.017	1000	0	3	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0																														
1	186	Strt Pulse PkPk	LSR			voltage	mV	1	0.017	1000	0	3	0	0	0	0	0	0	1	0	1	0	0	0	1	0	0	0																														
1	187	Peak 1 BDU On	LSR			voltage	mV	1	0.017	1000	0	3	0	0	0	0	0	0	0	0	3	0	0	0	3	0	0	0																														
1	188	Peak 2 BDU On	LSR			voltage	mV	1	0.017	1000	0	3	0	0	0	0	0	0	0	0	3	0	0	0	3	0	0	0																														
1	189	bduMasterCam_A Spa_CentroidX	LSR					1	0.017	1	0	3	0	0	0	0	0	0	0	0	3	0	0	0	3	0	0	0																														
1	190	bduMasterCam_A Spa_CentroidY	LSR					1	0.017	1	0	3	0	0	0	0	0	0	0	0	3	0	0	0	3	0	0	0																														
1	191	bduMasterCam_A Spa_D4SigmaMajor	LSR					1	0.017	1	0	3	0	0	0	0	0	0	0	0	3	0	0	0	3	0	0	0																														
1	192	bduMasterCam_A Spa_D4SigmaMinor	LSR					1	0.017	1	0	3	0	0	0	0	0	0	0	0	3	0	0	0	3	0	0	0																														
1	193	bduMasterCam_A Spa_PerOfPkMajor	LSR					0	0.017	1	0	3	0	0	0	0	0	0	0	0	3	0	0	0	3	0	0	0																														
1	194	bduMasterCam_A Spa_PerOfPkMinor	LSR					0	0.017	1	0	3	0	0	0	0	0	0	0	0	3	0	0	0	3	0	0	0																														
1	195	BDU On Contrast	LSR				ratio	1	0.017	1	0	3	0	0	0	0	0	0	1	0	3	0	0	0	3	0	0	0																														
1	196	BDU Off Contrast	LSR				ratio	1	0.017	1	0	3	0	0	0	0	0	0	1	0	3	0	0	0	3	0	0	0																														
1	197	Peak 1 BDU Off	LSR			voltage	mV	1	0.017	1000	0	3	0	0	0	0	0	0	0	0	3	0	0	0	3	0	0	0																														
1	198	Peak 2 BDU Off	LSR			voltage	mV	1	0.017	1000	0	3	0	0	0	0	0	0	0	0	3	0	0	0	3	0	0	0																														
1	199	bduMasterCam_A Drift	LSR			distance	um	0	0.017	1	0	3	0	0	0	0	0	0	0	0	3	0	0	0	3	0	0	0																														
1	200	bduMasterCam_A DriftX	LSR			distance	um	0	0.017	1	0	3	0	0	0	0	0	0	0	0	3	0	0	0	3	0	0	0																														
1	201	bduMasterCam_A DriftY	LSR			distance	um	0	0.017	1	0	3	0	0	0	0	0	0	0	0	3	0	0	0	3	0	0	0																														
1	202	bduMasterCam_A Offset	LSR			distance	um	0	0.017	1	0	3	0	0	0	0	0	0	0	0	3	0	0	0	3	0	0	0																														
1	203	bduMasterCam_A OffsetX	LSR			distance	um	0	0.017	1	0	3	0	0	0	0	0	0	0	0	3	0	0	0	3	0	0	0																														
1	204	bduMasterCam_A OffsetY	LSR			distance	um	0	0.017	1	0	3	0	0	0	0	0	0	0	0	3	0	0	0	3	0	0	0																														
1	205	bduMasterCam_A Pow_Pk	LSR			distance	um	0	0.017	1	0	3	0	0	0	0	0	0	0	0	3	0	0	0	3	0	0	0																														
1	206	bduMasterCam_A Spa_PkLocX	LSR			distance	um	0	0.017	1	0	3	0	0	0	0	0	0	0	0	3	0	0	0	3	0	0	0																														
1	207	bduMasterCam_A Spa_PkLocY	LSR			distance	um	0	0.017	1	0	3	0	0	0	0	0	0	0	0	3	0	0	0	3	0	0	0																														
1	208	bduMasterCam_B Drift	LSR			distance	um	0	0.017	1	0	3	0	0	0	0	0	0	0	0	3	0	0	0	3	0	0	0																														
1	209	bduMasterCam_B DriftX	LSR			distance	um	0	0.017	1	0	3	0	0	0	0	0	0	0	0	3	0	0	0	3	0	0	0																														
1	210	bduMasterCam_B DriftY	LSR			distance	um	0	0.017	1	0	3	0	0	0	0	0	0	0	0	3	0	0	0	3	0	0	0																														
1	211	bduMasterCam_B Offset	LSR			distance	um	0	0.017	1	0	3	0	0	0	0	0	0	0	0	3	0	0	0	3	0	0	0																														
1	212	bduMasterCam_B OffsetX	LSR			distance	um	0	0.017	1	0	3	0	0	0	0	0	0	0	0	3	0	0	0	3	0	0	0																														
1	213	bduMasterCam_B OffsetY	LSR			distance	um	0	0.017	1	0	3	0	0	0	0	0	0	0	0	3	0	0	0	3	0	0	0																														
1	214	bduMasterCam_B Pow_Pk	LSR			distance	um	0	0.017	1	0	3	0	0	0	0	0	0	0	0	3	0	0	0	3	0	0	0																														
