c3d56976-2fce-4898-b9fb-6029c1133992
t,label,value
1643116975449000,MO1_LD1_VOLT,2.087
1643116975449000,MO1_LD2_VOLT,2.087
1643116975449000,MO1_LD1_PD_Current,276
1643116975449000,MO1_LD2_PD_Current,262
1643116975449000,MO1_LD_TEC,21.999277
1643116975449000,MO1_LD_TEC_V,0.421303
1643116975449000,MO1_LD_TEC_I,-0.53981
1643116975449000,MO1_CRYSTAL_TEC,36.999866
1643116975449000,MO1_CRYSTAL_TEC_V,0.285709
1643116975449000,MO1_CRYSTAL_TEC_I,0.057102
1643116975449000,MO1_CASE_TEC,21.5
1643116975449000,MO1_CASE_TEC_V,-0.37
1643116975449000,MO1_CASE_TEC_I,-0.12
1643116975449000,MO1_PD_Current,5591
1643116975449000,MO_POWER_RAW,0.135938
1643116975449000,uNPRO_Lid_Pumps,21.489951
1643116975449000,uNPRO_Lid_XTAL,21.557462
1643116975449000,uNPRO_LID_OPTAP,21.676663
1643116975449000,uNPRO_Snout,21.612276
1643116975449000,Baseplate_at_Snout,19.695819
1643116975449000,Breadboard_Snout+135deg,19.254376
1643116975449000,Baseplate_Snout+135deg,19.35671
1643116976459000,ELAPSED_SEC,61.228
1643116976459000,SCAN_INDEX,-1
1643116976459000,ANALOG_TUNE_A,0
1643116976459000,ANALOG_TUNE_B,0
1643116976459000,UPS_LOAD_%,0
1643116976459000,UPS_STATUS, 10000
1643116976459000,MO1_LD1_CURR,400
1643116976459000,MO1_LD2_CURR,399.9
1643116976459000,MO1_LD1_VOLT,2.087
1643116976459000,MO1_LD2_VOLT,2.087
1643116976459000,MO1_LD1_PD_Current,276
1643116976459000,MO1_LD2_PD_Current,262
1643116976459000,MO1_LD_TEC,21.999277
1643116976459000,MO1_LD_TEC_V,0.421303
1643116976459000,MO1_LD_TEC_I,-0.53981
1643116976459000,MO1_CRYSTAL_TEC,36.999866
1643116976459000,MO1_CRYSTAL_TEC_V,0.285709
1643116976459000,MO1_CRYSTAL_TEC_I,0.057102
1643116976459000,MO1_CASE_TEC,21.5
1643116976459000,MO1_CASE_TEC_V,-0.38
1643116976459000,MO1_CASE_TEC_I,-0.12
1643116976459000,MO1_PD_Current,5591
1643116976459000,MO_POWER_RAW,0.135888
1643116976459000,uNPRO_Lid_Pumps,21.48289
1643116976459000,uNPRO_Lid_XTAL,21.560794
1643116976459000,uNPRO_LID_OPTAP,21.674967
1643116976459000,uNPRO_Snout,21.609798
1643116976459000,Baseplate_at_Snout,19.743712
1643116976459000,Breadboard_Snout+135deg,19.254819
1643116976459000,Baseplate_Snout+135deg,19.357343
1643116977469000,ELAPSED_SEC,62.238
1643116977469000,SCAN_INDEX,-1
1643116977469000,ANALOG_TUNE_A,0
1643116977469000,ANALOG_TUNE_B,0
1643116977469000,UPS_LOAD_%,0
1643116977469000,UPS_STATUS, 10000
1643116977469000,MO1_LD1_CURR,400
1643116977469000,MO1_LD2_CURR,399.9
1643116977469000,MO1_LD1_VOLT,2.087
1643116977469000,MO1_LD2_VOLT,2.087
1643116977469000,MO1_LD1_PD_Current,276
1643116977469000,MO1_LD2_PD_Current,262
1643116977469000,MO1_LD_TEC,22.000309
1643116977469000,MO1_LD_TEC_V,0.420587
1643116977469000,MO1_LD_TEC_I,-0.539329
1643116977469000,MO1_CRYSTAL_TEC,36.999607
1643116977469000,MO1_CRYSTAL_TEC_V,0.288701
1643116977469000,MO1_CRYSTAL_TEC_I,0.057106
1643116977469000,MO1_CASE_TEC,21.5
1643116977469000,MO1_CASE_TEC_V,-0.38
1643116977469000,MO1_CASE_TEC_I,-0.12
1643116977469000,MO1_PD_Current,5591
1643116977469000,MO_POWER_RAW,0.136038
1643116977469000,uNPRO_Lid_Pumps,21.475679
1643116977469000,uNPRO_Lid_XTAL,21.562997
1643116977469000,uNPRO_LID_OPTAP,21.673946
1643116977469000,uNPRO_Snout,21.606323
1643116977469000,Baseplate_at_Snout,19.780894
1643116977469000,Breadboard_Snout+135deg,19.255312
1643116977469000,Baseplate_Snout+135deg,19.357668
1643116978480000,ELAPSED_SEC,63.249
1643116978480000,SCAN_INDEX,-1
1643116978480000,ANALOG_TUNE_A,0
1643116978480000,ANALOG_TUNE_B,0
1643116978480000,UPS_LOAD_%,0
1643116978480000,UPS_STATUS, 10000
1643116978480000,MO1_LD1_CURR,400
1643116978480000,MO1_LD2_CURR,399.9
1643116978480000,MO1_LD1_VOLT,2.087
1643116978480000,MO1_LD2_VOLT,2.087
1643116978480000,MO1_LD1_PD_Current,276
1643116978480000,MO1_LD2_PD_Current,262
1643116978480000,MO1_LD_TEC,22.000309
1643116978480000,MO1_LD_TEC_V,0.420587
1643116978480000,MO1_LD_TEC_I,-0.539329
1643116978480000,MO1_CRYSTAL_TEC,36.999607
1643116978480000,MO1_CRYSTAL_TEC_V,0.288701
1643116978480000,MO1_CRYSTAL_TEC_I,0.057106
1643116978480000,MO1_CASE_TEC,21.5
1643116978480000,MO1_CASE_TEC_V,-0.38
1643116978480000,MO1_CASE_TEC_I,-0.12
1643116978480000,MO1_PD_Current,5591
1643116978480000,MO_POWER_RAW,0.136038
1643116978480000,uNPRO_Lid_Pumps,21.4695
1643116978480000,uNPRO_Lid_XTAL,21.564703
1643116978480000,uNPRO_LID_OPTAP,21.673137
1643116978480000,uNPRO_Snout,21.605363
1643116978480000,Baseplate_at_Snout,19.80641
1643116978480000,Breadboard_Snout+135deg,19.255704
1643116978480000,Baseplate_Snout+135deg,19.357976
1643116979540000,ELAPSED_SEC,64.309
1643116979540000,SCAN_INDEX,-1
1643116979540000,ANALOG_TUNE_A,0
1643116979540000,ANALOG_TUNE_B,0
1643116979540000,UPS_LOAD_%,0
1643116979540000,UPS_STATUS, 10000
1643116979540000,MO1_LD1_CURR,400
1643116979540000,MO1_LD2_CURR,399.9
1643116979540000,MO1_LD1_VOLT,2.087
1643116979540000,MO1_LD2_VOLT,2.087
1643116979540000,MO1_LD1_PD_Current,276
1643116979540000,MO1_LD2_PD_Current,262
1643116979540000,MO1_LD_TEC,22.000044
1643116979540000,MO1_LD_TEC_V,0.421992
1643116979540000,MO1_LD_TEC_I,-0.539338
1643116979540000,MO1_CRYSTAL_TEC,36.999985
1643116979540000,MO1_CRYSTAL_TEC_V,0.284377
1643116979540000,MO1_CRYSTAL_TEC_I,0.057107
1643116979540000,MO1_CASE_TEC,21.5
1643116979540000,MO1_CASE_TEC_V,-0.37
1643116979540000,MO1_CASE_TEC_I,-0.12
1643116979540000,MO1_PD_Current,5591
1643116979540000,MO_POWER_RAW,0.135955
1643116979540000,uNPRO_Lid_Pumps,21.462942
1643116979540000,uNPRO_Lid_XTAL,21.565239
1643116979540000,uNPRO_LID_OPTAP,21.672964
1643116979540000,uNPRO_Snout,21.605516
1643116979540000,Baseplate_at_Snout,19.824159
1643116979540000,Breadboard_Snout+135deg,19.256266
1643116979540000,Baseplate_Snout+135deg,19.35813
1643116980602000,ELAPSED_SEC,65.371
1643116980602000,SCAN_INDEX,-1
1643116980602000,ANALOG_TUNE_A,0
1643116980602000,ANALOG_TUNE_B,0
1643116980602000,UPS_LOAD_%,0
1643116980602000,UPS_STATUS, 10000
1643116980602000,MO1_LD1_CURR,400
1643116980602000,MO1_LD2_CURR,399.9
1643116980602000,MO1_LD1_VOLT,2.087
1643116980602000,MO1_LD2_VOLT,2.087
1643116980602000,MO1_LD1_PD_Current,276
1643116980602000,MO1_LD2_PD_Current,262
1643116980602000,MO1_LD_TEC,21.999256
1643116980602000,MO1_LD_TEC_V,0.420149
1643116980602000,MO1_LD_TEC_I,-0.539623
1643116980602000,MO1_CRYSTAL_TEC,36.999626
1643116980602000,MO1_CRYSTAL_TEC_V,0.287009
1643116980602000,MO1_CRYSTAL_TEC_I,0.057071
1643116980602000,MO1_CASE_TEC,21.5
1643116980602000,MO1_CASE_TEC_V,-0.37
1643116980602000,MO1_CASE_TEC_I,-0.12
1643116980602000,MO1_PD_Current,5591
1643116980602000,MO_POWER_RAW,0.135804
1643116980602000,uNPRO_Lid_Pumps,21.452938
1643116980602000,uNPRO_Lid_XTAL,21.564607
1643116980602000,uNPRO_LID_OPTAP,21.673272
1643116980602000,uNPRO_Snout,21.609299
1643116980602000,Baseplate_at_Snout,19.835889
1643116980602000,Breadboard_Snout+135deg,19.256828
1643116980602000,Baseplate_Snout+135deg,19.358096
1643116981611000,ELAPSED_SEC,66.380
1643116981611000,SCAN_INDEX,-1
1643116981611000,ANALOG_TUNE_A,0
1643116981611000,ANALOG_TUNE_B,0
1643116981611000,UPS_LOAD_%,0
1643116981611000,UPS_STATUS, 10000
1643116981611000,MO1_LD1_CURR,400
1643116981611000,MO1_LD2_CURR,399.9
1643116981611000,MO1_LD1_VOLT,2.087
1643116981611000,MO1_LD2_VOLT,2.087
1643116981611000,MO1_LD1_PD_Current,276
1643116981611000,MO1_LD2_PD_Current,262
1643116981611000,MO1_LD_TEC,21.999256
1643116981611000,MO1_LD_TEC_V,0.420149
1643116981611000,MO1_LD_TEC_I,-0.539623
1643116981611000,MO1_CRYSTAL_TEC,36.999626
1643116981611000,MO1_CRYSTAL_TEC_V,0.287009
1643116981611000,MO1_CRYSTAL_TEC_I,0.057071
1643116981611000,MO1_CASE_TEC,21.5
1643116981611000,MO1_CASE_TEC_V,-0.38
1643116981611000,MO1_CASE_TEC_I,-0.12
1643116981611000,MO1_PD_Current,5591
1643116981611000,MO_POWER_RAW,0.135955
1643116981611000,uNPRO_Lid_Pumps,21.442234
1643116981611000,uNPRO_Lid_XTAL,21.564415
1643116981611000,uNPRO_LID_OPTAP,21.673118
1643116981611000,uNPRO_Snout,21.614792
1643116981611000,Baseplate_at_Snout,19.843239
1643116981611000,Breadboard_Snout+135deg,19.257015
1643116981611000,Baseplate_Snout+135deg,19.358096
1643116982621000,ELAPSED_SEC,67.390
1643116982621000,SCAN_INDEX,-1
1643116982621000,ANALOG_TUNE_A,0
1643116982621000,ANALOG_TUNE_B,0
1643116982621000,UPS_LOAD_%,0
1643116982621000,UPS_STATUS, 10000
1643116982621000,MO1_LD1_CURR,400
1643116982621000,MO1_LD2_CURR,399.9
1643116982621000,MO1_LD1_VOLT,2.087
1643116982621000,MO1_LD2_VOLT,2.087
1643116982621000,MO1_LD1_PD_Current,276
1643116982621000,MO1_LD2_PD_Current,262
1643116982621000,MO1_LD_TEC,21.999548
1643116982621000,MO1_LD_TEC_V,0.420351
1643116982621000,MO1_LD_TEC_I,-0.539184
1643116982621000,MO1_CRYSTAL_TEC,37.000378
1643116982621000,MO1_CRYSTAL_TEC_V,0.287109
1643116982621000,MO1_CRYSTAL_TEC_I,0.057025
1643116982621000,MO1_CASE_TEC,21.499
1643116982621000,MO1_CASE_TEC_V,-0.4
1643116982621000,MO1_CASE_TEC_I,-0.12
1643116982621000,MO1_PD_Current,5591
1643116982621000,MO_POWER_RAW,0.135955
1643116982621000,uNPRO_Lid_Pumps,21.434753
1643116982621000,uNPRO_Lid_XTAL,21.562059
1643116982621000,uNPRO_LID_OPTAP,21.673272
1643116982621000,uNPRO_Snout,21.620324
1643116982621000,Baseplate_at_Snout,19.847626
1643116982621000,Breadboard_Snout+135deg,19.257509
1643116982621000,Baseplate_Snout+135deg,19.35801
1643116983632000,ELAPSED_SEC,68.401
1643116983632000,SCAN_INDEX,-1
1643116983632000,ANALOG_TUNE_A,0
1643116983632000,ANALOG_TUNE_B,0
1643116983632000,UPS_LOAD_%,0
1643116983632000,UPS_STATUS, 10000
1643116983632000,MO1_LD1_CURR,400
1643116983632000,MO1_LD2_CURR,399.9
1643116983632000,MO1_LD1_VOLT,2.087
1643116983632000,MO1_LD2_VOLT,2.087
1643116983632000,MO1_LD1_PD_Current,276
1643116983632000,MO1_LD2_PD_Current,262
1643116983632000,MO1_LD_TEC,21.999548
1643116983632000,MO1_LD_TEC_V,0.420351
1643116983632000,MO1_LD_TEC_I,-0.539184
1643116983632000,MO1_CRYSTAL_TEC,37.000378
1643116983632000,MO1_CRYSTAL_TEC_V,0.287109
1643116983632000,MO1_CRYSTAL_TEC_I,0.057025
1643116983632000,MO1_CASE_TEC,21.5
1643116983632000,MO1_CASE_TEC_V,-0.38
1643116983632000,MO1_CASE_TEC_I,-0.12
1643116983632000,MO1_PD_Current,5591
1643116983632000,MO_POWER_RAW,0.136205
1643116983632000,uNPRO_Lid_Pumps,21.428111
1643116983632000,uNPRO_Lid_XTAL,21.559415
1643116983632000,uNPRO_LID_OPTAP,21.673888
1643116983632000,uNPRO_Snout,21.625955
1643116983632000,Baseplate_at_Snout,19.851329
1643116983632000,Breadboard_Snout+135deg,19.258036
1643116983632000,Baseplate_Snout+135deg,19.357634
1643116984693000,ELAPSED_SEC,69.462
1643116984693000,SCAN_INDEX,-1
1643116984693000,ANALOG_TUNE_A,0
1643116984693000,ANALOG_TUNE_B,0
1643116984693000,UPS_LOAD_%,0
1643116984693000,UPS_STATUS, 10000
1643116984693000,MO1_LD1_CURR,0
1643116984693000,MO1_LD2_CURR,0
1643116984693000,MO1_LD1_VOLT,0
1643116984693000,MO1_LD2_VOLT,0
1643116984693000,MO1_LD1_PD_Current,0
1643116984693000,MO1_LD2_PD_Current,0
1643116984693000,MO1_LD_TEC,21.999775
1643116984693000,MO1_LD_TEC_V,0.419472
1643116984693000,MO1_LD_TEC_I,-0.539542
1643116984693000,MO1_CRYSTAL_TEC,36.999668
1643116984693000,MO1_CRYSTAL_TEC_V,0.286239
1643116984693000,MO1_CRYSTAL_TEC_I,0.057036
1643116984693000,MO1_CASE_TEC,21.501
1643116984693000,MO1_CASE_TEC_V,-0.37
1643116984693000,MO1_CASE_TEC_I,-0.12
1643116984693000,MO1_PD_Current,5591
1643116984693000,MO_POWER_RAW,0.136105
1643116984693000,uNPRO_Lid_Pumps,21.415539
1643116984693000,uNPRO_Lid_XTAL,21.559607
1643116984693000,uNPRO_LID_OPTAP,21.6741
1643116984693000,uNPRO_Snout,21.630241
1643116984693000,Baseplate_at_Snout,19.84982
1643116984693000,Breadboard_Snout+135deg,19.258156
1643116984693000,Baseplate_Snout+135deg,19.356984
1643116985704000,ELAPSED_SEC,70.473
1643116985704000,SCAN_INDEX,-1
1643116985704000,ANALOG_TUNE_A,0
1643116985704000,ANALOG_TUNE_B,0
1643116985704000,UPS_LOAD_%,0
1643116985704000,UPS_STATUS, 10000
1643116985704000,MO1_LD1_CURR,0
1643116985704000,MO1_LD2_CURR,0
1643116985704000,MO1_LD1_VOLT,0
1643116985704000,MO1_LD2_VOLT,0
1643116985704000,MO1_LD1_PD_Current,0
1643116985704000,MO1_LD2_PD_Current,0
1643116985704000,MO1_LD_TEC,21.999775
1643116985704000,MO1_LD_TEC_V,0.419472
1643116985704000,MO1_LD_TEC_I,-0.539542
1643116985704000,MO1_CRYSTAL_TEC,36.999668
1643116985704000,MO1_CRYSTAL_TEC_V,0.286239
1643116985704000,MO1_CRYSTAL_TEC_I,0.057036
1643116985704000,MO1_CASE_TEC,21.499
1643116985704000,MO1_CASE_TEC_V,-0.39
1643116985704000,MO1_CASE_TEC_I,-0.13
1643116985704000,MO1_PD_Current,0
1643116985704000,MO_POWER_RAW,0.025019
1643116985704000,uNPRO_Lid_Pumps,21.400447
1643116985704000,uNPRO_Lid_XTAL,21.559607
1643116985704000,uNPRO_LID_OPTAP,21.670671
1643116985704000,uNPRO_Snout,21.627877
1643116985704000,Baseplate_at_Snout,19.806445
1643116985704000,Breadboard_Snout+135deg,19.258905
1643116985704000,Baseplate_Snout+135deg,19.357258
1643116986715000,ELAPSED_SEC,71.484
1643116986715000,SCAN_INDEX,-1
1643116986715000,ANALOG_TUNE_A,0
1643116986715000,ANALOG_TUNE_B,0
1643116986715000,UPS_LOAD_%,0
1643116986715000,UPS_STATUS, 10000
1643116986715000,MO1_LD1_CURR,0
1643116986715000,MO1_LD2_CURR,0
1643116986715000,MO1_LD1_VOLT,0
1643116986715000,MO1_LD2_VOLT,0
1643116986715000,MO1_LD1_PD_Current,0
1643116986715000,MO1_LD2_PD_Current,0
1643116986715000,MO1_LD_TEC,21.990561
1643116986715000,MO1_LD_TEC_V,0.098357
1643116986715000,MO1_LD_TEC_I,-0.224309
1643116986715000,MO1_CRYSTAL_TEC,36.999775
1643116986715000,MO1_CRYSTAL_TEC_V,0.306726
1643116986715000,MO1_CRYSTAL_TEC_I,0.060992
1643116986715000,MO1_CASE_TEC,21.495
1643116986715000,MO1_CASE_TEC_V,-0.46
1643116986715000,MO1_CASE_TEC_I,-0.16
1643116986715000,MO1_PD_Current,0
1643116986715000,MO_POWER_RAW,0.007067
1643116986715000,uNPRO_Lid_Pumps,21.386069
1643116986715000,uNPRO_Lid_XTAL,21.554436
1643116986715000,uNPRO_LID_OPTAP,21.665009
1643116986715000,uNPRO_Snout,21.628281
1643116986715000,Baseplate_at_Snout,19.752302
1643116986715000,Breadboard_Snout+135deg,19.259075
1643116986715000,Baseplate_Snout+135deg,19.357343
1643116987725000,ELAPSED_SEC,72.494
1643116987725000,SCAN_INDEX,-1
1643116987725000,ANALOG_TUNE_A,0
1643116987725000,ANALOG_TUNE_B,0
1643116987725000,UPS_LOAD_%,0
1643116987725000,UPS_STATUS, 10000
1643116987725000,MO1_LD1_CURR,0
1643116987725000,MO1_LD2_CURR,0
1643116987725000,MO1_LD1_VOLT,0
1643116987725000,MO1_LD2_VOLT,0
1643116987725000,MO1_LD1_PD_Current,0
1643116987725000,MO1_LD2_PD_Current,0
1643116987725000,MO1_LD_TEC,21.990561
1643116987725000,MO1_LD_TEC_V,0.098357
1643116987725000,MO1_LD_TEC_I,-0.224309
1643116987725000,MO1_CRYSTAL_TEC,36.999775
1643116987725000,MO1_CRYSTAL_TEC_V,0.306726
1643116987725000,MO1_CRYSTAL_TEC_I,0.060992
1643116987725000,MO1_CASE_TEC,21.49
1643116987725000,MO1_CASE_TEC_V,-0.5
1643116987725000,MO1_CASE_TEC_I,-0.19
1643116987725000,MO1_PD_Current,0
1643116987725000,MO_POWER_RAW,0.002568
1643116987725000,uNPRO_Lid_Pumps,21.37525
1643116987725000,uNPRO_Lid_XTAL,21.546165
1643116987725000,uNPRO_LID_OPTAP,21.658732
1643116987725000,uNPRO_Snout,21.629953
1643116987725000,Baseplate_at_Snout,19.701392
1643116987725000,Breadboard_Snout+135deg,19.258973
1643116987725000,Baseplate_Snout+135deg,19.357634
1643116988736000,ELAPSED_SEC,73.505
1643116988736000,SCAN_INDEX,-1
1643116988736000,ANALOG_TUNE_A,0
1643116988736000,ANALOG_TUNE_B,0
1643116988736000,UPS_LOAD_%,0
1643116988736000,UPS_STATUS, 10000
1643116988736000,MO1_LD1_CURR,0
1643116988736000,MO1_LD2_CURR,0
1643116988736000,MO1_LD1_VOLT,0
1643116988736000,MO1_LD2_VOLT,0
1643116988736000,MO1_LD1_PD_Current,0
1643116988736000,MO1_LD2_PD_Current,0
1643116988736000,MO1_LD_TEC,22.005173
1643116988736000,MO1_LD_TEC_V,0.0515
1643116988736000,MO1_LD_TEC_I,0.07289
1643116988736000,MO1_CRYSTAL_TEC,36.993294
1643116988736000,MO1_CRYSTAL_TEC_V,0.37189
1643116988736000,MO1_CRYSTAL_TEC_I,0.084281
1643116988736000,MO1_CASE_TEC,21.49
1643116988736000,MO1_CASE_TEC_V,-0.51
1643116988736000,MO1_CASE_TEC_I,-0.2
1643116988736000,MO1_PD_Current,0
1643116988736000,MO_POWER_RAW,0.0011
1643116988736000,uNPRO_Lid_Pumps,21.370203
1643116988736000,uNPRO_Lid_XTAL,21.53652
1643116988736000,uNPRO_LID_OPTAP,21.653766
1643116988736000,uNPRO_Snout,21.629184
1643116988736000,Baseplate_at_Snout,19.656661
1643116988736000,Breadboard_Snout+135deg,19.258649
1643116988736000,Baseplate_Snout+135deg,19.357788
1643116989747000,ELAPSED_SEC,74.516
1643116989747000,SCAN_INDEX,-1
1643116989747000,ANALOG_TUNE_A,0
1643116989747000,ANALOG_TUNE_B,0
1643116989747000,UPS_LOAD_%,0
1643116989747000,UPS_STATUS, 10000
1643116989747000,MO1_LD1_CURR,0
1643116989747000,MO1_LD2_CURR,0
1643116989747000,MO1_LD1_VOLT,0
1643116989747000,MO1_LD2_VOLT,0
1643116989747000,MO1_LD1_PD_Current,0
1643116989747000,MO1_LD2_PD_Current,0
1643116989747000,MO1_LD_TEC,22.005173
1643116989747000,MO1_LD_TEC_V,0.0515
1643116989747000,MO1_LD_TEC_I,0.07289
1643116989747000,MO1_CRYSTAL_TEC,36.993294
1643116989747000,MO1_CRYSTAL_TEC_V,0.37189
1643116989747000,MO1_CRYSTAL_TEC_I,0.084281
1643116989747000,MO1_CASE_TEC,21.491
1643116989747000,MO1_CASE_TEC_V,-0.52
1643116989747000,MO1_CASE_TEC_I,-0.2
1643116989747000,MO1_PD_Current,0
1643116989747000,MO_POWER_RAW,0.000618
1643116989747000,uNPRO_Lid_Pumps,21.366334
1643116989747000,uNPRO_Lid_XTAL,21.52514
1643116989747000,uNPRO_LID_OPTAP,21.649859
1643116989747000,uNPRO_Snout,21.626493
1643116989747000,Baseplate_at_Snout,19.618223
1643116989747000,Breadboard_Snout+135deg,19.257815
1643116989747000,Baseplate_Snout+135deg,19.357737
1643116990797000,ELAPSED_SEC,75.566
1643116990797000,SCAN_INDEX,-1
1643116990797000,ANALOG_TUNE_A,0
1643116990797000,ANALOG_TUNE_B,0
1643116990797000,UPS_LOAD_%,0
1643116990797000,UPS_STATUS, 10000
1643116990797000,MO1_LD1_CURR,0
1643116990797000,MO1_LD2_CURR,0
1643116990797000,MO1_LD1_VOLT,0
1643116990797000,MO1_LD2_VOLT,0
1643116990797000,MO1_LD1_PD_Current,0
1643116990797000,MO1_LD2_PD_Current,0
1643116990797000,MO1_LD_TEC,22.0002
1643116990797000,MO1_LD_TEC_V,0.064384
1643116990797000,MO1_LD_TEC_I,0.072767
1643116990797000,MO1_CRYSTAL_TEC,36.997101
1643116990797000,MO1_CRYSTAL_TEC_V,0.405966
1643116990797000,MO1_CRYSTAL_TEC_I,0.096243
1643116990797000,MO1_CASE_TEC,21.493
1643116990797000,MO1_CASE_TEC_V,-0.53
1643116990797000,MO1_CASE_TEC_I,-0.21
1643116990797000,MO1_PD_Current,0
1643116990797000,MO_POWER_RAW,0.000444
1643116990797000,uNPRO_Lid_Pumps,21.363204
1643116990797000,uNPRO_Lid_XTAL,21.514282
1643116990797000,uNPRO_LID_OPTAP,21.645972
1643116990797000,uNPRO_Snout,21.622899
1643116990797000,Baseplate_at_Snout,19.584397
1643116990797000,Breadboard_Snout+135deg,19.257236
1643116990797000,Baseplate_Snout+135deg,19.357394
1643116991858000,ELAPSED_SEC,76.627
1643116991858000,SCAN_INDEX,-1
1643116991858000,ANALOG_TUNE_A,0
1643116991858000,ANALOG_TUNE_B,0
1643116991858000,UPS_LOAD_%,0
1643116991858000,UPS_STATUS, 10000
1643116991858000,MO1_LD1_CURR,0
1643116991858000,MO1_LD2_CURR,0
1643116991858000,MO1_LD1_VOLT,0
1643116991858000,MO1_LD2_VOLT,0
1643116991858000,MO1_LD1_PD_Current,0
1643116991858000,MO1_LD2_PD_Current,0
1643116991858000,MO1_LD_TEC,22.0002
1643116991858000,MO1_LD_TEC_V,0.064384
1643116991858000,MO1_LD_TEC_I,0.072767
1643116991858000,MO1_CRYSTAL_TEC,36.997101
1643116991858000,MO1_CRYSTAL_TEC_V,0.405966
1643116991858000,MO1_CRYSTAL_TEC_I,0.096243
1643116991858000,MO1_CASE_TEC,21.495
1643116991858000,MO1_CASE_TEC_V,-0.51
1643116991858000,MO1_CASE_TEC_I,-0.19
1643116991858000,MO1_PD_Current,0
1643116991858000,MO_POWER_RAW,0.000368
1643116991858000,uNPRO_Lid_Pumps,21.360777
1643116991858000,uNPRO_Lid_XTAL,21.504099
1643116991858000,uNPRO_LID_OPTAP,21.641913
1643116991858000,uNPRO_Snout,21.618249
1643116991858000,Baseplate_at_Snout,19.555315
1643116991858000,Breadboard_Snout+135deg,19.257202
1643116991858000,Baseplate_Snout+135deg,19.357326
1643116992868000,ELAPSED_SEC,77.637
1643116992868000,SCAN_INDEX,-1
1643116992868000,ANALOG_TUNE_A,0
1643116992868000,ANALOG_TUNE_B,0
1643116992868000,UPS_LOAD_%,0
1643116992868000,UPS_STATUS, 10000
1643116992868000,MO1_LD1_CURR,0
1643116992868000,MO1_LD2_CURR,0
1643116992868000,MO1_LD1_VOLT,0
1643116992868000,MO1_LD2_VOLT,0
1643116992868000,MO1_LD1_PD_Current,0
1643116992868000,MO1_LD2_PD_Current,0
1643116992868000,MO1_LD_TEC,21.999439
1643116992868000,MO1_LD_TEC_V,0.06821
1643116992868000,MO1_LD_TEC_I,0.077562
1643116992868000,MO1_CRYSTAL_TEC,36.998962
1643116992868000,MO1_CRYSTAL_TEC_V,0.420133
1643116992868000,MO1_CRYSTAL_TEC_I,0.10133
1643116992868000,MO1_CASE_TEC,21.497
1643116992868000,MO1_CASE_TEC_V,-0.51
1643116992868000,MO1_CASE_TEC_I,-0.19
1643116992868000,MO1_PD_Current,0
1643116992868000,MO_POWER_RAW,0.000324
1643116992868000,uNPRO_Lid_Pumps,21.356568
1643116992868000,uNPRO_Lid_XTAL,21.495086
1643116992868000,uNPRO_LID_OPTAP,21.638528
1643116992868000,uNPRO_Snout,21.612583
1643116992868000,Baseplate_at_Snout,19.531386
1643116992868000,Breadboard_Snout+135deg,19.257185
1643116992868000,Baseplate_Snout+135deg,19.356847
1643116993879000,ELAPSED_SEC,78.648
1643116993879000,SCAN_INDEX,-1
1643116993879000,ANALOG_TUNE_A,0
1643116993879000,ANALOG_TUNE_B,0
1643116993879000,UPS_LOAD_%,0
1643116993879000,UPS_STATUS, 10000
1643116993879000,MO1_LD1_CURR,0
1643116993879000,MO1_LD2_CURR,0
1643116993879000,MO1_LD1_VOLT,1.677
1643116993879000,MO1_LD2_VOLT,0
1643116993879000,MO1_LD1_PD_Current,180
1643116993879000,MO1_LD2_PD_Current,0
1643116993879000,MO1_LD_TEC,21.999439
1643116993879000,MO1_LD_TEC_V,0.06821
1643116993879000,MO1_LD_TEC_I,0.077562
1643116993879000,MO1_CRYSTAL_TEC,36.998962
1643116993879000,MO1_CRYSTAL_TEC_V,0.420133
1643116993879000,MO1_CRYSTAL_TEC_I,0.10133
1643116993879000,MO1_CASE_TEC,21.497
1643116993879000,MO1_CASE_TEC_V,-0.52
1643116993879000,MO1_CASE_TEC_I,-0.2
1643116993879000,MO1_PD_Current,0
1643116993879000,MO_POWER_RAW,0.000287
1643116993879000,uNPRO_Lid_Pumps,21.348835
1643116993879000,uNPRO_Lid_XTAL,21.487966
1643116993879000,uNPRO_LID_OPTAP,21.634875
1643116993879000,uNPRO_Snout,21.607417
1643116993879000,Baseplate_at_Snout,19.510729
1643116993879000,Breadboard_Snout+135deg,19.257304
1643116993879000,Baseplate_Snout+135deg,19.356094
1643116994890000,ELAPSED_SEC,79.659
1643116994890000,SCAN_INDEX,-1
1643116994890000,ANALOG_TUNE_A,0
1643116994890000,ANALOG_TUNE_B,0
1643116994890000,UPS_LOAD_%,0
1643116994890000,UPS_STATUS, 10000
1643116994890000,MO1_LD1_CURR,400
1643116994890000,MO1_LD2_CURR,0
1643116994890000,MO1_LD1_VOLT,2.086
1643116994890000,MO1_LD2_VOLT,0
1643116994890000,MO1_LD1_PD_Current,273
1643116994890000,MO1_LD2_PD_Current,0
1643116994890000,MO1_LD_TEC,21.99909
1643116994890000,MO1_LD_TEC_V,0.05096
1643116994890000,MO1_LD_TEC_I,-0.066575
1643116994890000,MO1_CRYSTAL_TEC,36.999348
1643116994890000,MO1_CRYSTAL_TEC_V,0.422738
1643116994890000,MO1_CRYSTAL_TEC_I,0.103549
1643116994890000,MO1_CASE_TEC,21.498
1643116994890000,MO1_CASE_TEC_V,-0.51
